"","SIVIMID","NMDS1","NMDS2","Relevé.number","Semisupervised","Revised.alliance","Alliance","Sintaxon","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
"63","Q-P07764",0.00201671109536938,-0.00293139811002705,1030,1,"Oxalidion europaeae",NA,"Associació-Desconeguda","V15","",NA,100,"1953",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43
"64","Q-P07765",0.00175798734283332,-0.00132881437337809,1031,1,"Oxalidion europaeae",NA,"Associació-Desconeguda","V37","",NA,100,"1953",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43
"65","Q-P07766",0.00240132294463601,-0.00159973308539263,1032,1,"Oxalidion europaeae",NA,"Associació-Desconeguda","V37","",NA,100,"1953",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43
"66","Q-P07767",0.00235453258913655,-0.0012304326035041,1033,1,"Oxalidion europaeae",NA,"Associació-Desconeguda","V37","",NA,100,"1953",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43
"67","Q-P07768",-1.3471822554561e-05,-0.0012356784139149,207768,1,"Potentillion anserinae",NA,"Associació-Desconeguda","R36","",NA,10,"1953",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43
"68","Q-P07769",-0.000574654369321292,-0.00346339705771919,207769,1,"Potentillion anserinae",NA,"Associació-Desconeguda","R36","",NA,10,"1953",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43
"69","Q-P07770",-0.000774414943482345,-0.00322953014584984,207770,1,"Potentillion anserinae",NA,"Associació-Desconeguda","R36","",NA,10,"1953",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43
"70","Q-P07777",-0.00162800853891013,-0.00472936546562395,207777,1,"Cynancho-Convolvulion sepium",NA,"Associació-Desconeguda","R55","",NA,25,"1953",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36
"71","Q-P07778",0.00951340822101194,0.000684310691103402,207778,1,"Cynancho-Convolvulion sepium",NA,"Associació-Desconeguda","R55","",NA,25,"1953",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36
"72","Q-P07779",-0.00131537087011556,-0.00380051381845101,207779,1,"Cynancho-Convolvulion sepium",NA,"Associació-Desconeguda","R55","",NA,25,"1953",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36
"73","Q-P07780",-0.000536586052650676,-0.00494501391122049,207780,1,"Cynancho-Convolvulion sepium",NA,"Associació-Desconeguda","R55","",NA,25,"1953",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36
"74","Q-P07781",-0.000282684505388227,-0.00501422344709633,207781,1,"Cynancho-Convolvulion sepium",NA,"Associació-Desconeguda","R55","",NA,25,"1953",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36
"75","Q-P07782",0.00786051386366312,0.00182735803284332,207782,1,"Cynancho-Convolvulion sepium",NA,"Associació-Desconeguda","R55","",NA,25,"1953",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36
"76","Q-P07847",0.0262258721652907,0.0160562769593945,1034,1,"Scleranthion annui",NA,"Associació-Desconeguda","V","",NA,NA,"1953",-4.047456892,43.39183754,"4 - UTM10x10 + Centroid",49
"77","Q-P07849",-0.004975338370245,0.0134209599777473,1035,1,"Oxalidion europaeae",NA,"Associació-Desconeguda","V15","",NA,NA,"1953",-4.116472128,42.87622565,"4 - UTM10x10 + Centroid",999.5
"78","Q-P07850",-0.00508387843449349,0.0134463690038656,1036,1,"Oxalidion europaeae",NA,"Associació-Desconeguda","V","",NA,NA,"1953",-4.116472128,42.87622565,"4 - UTM10x10 + Centroid",999.5
"79","Q-P07851",0.00150271733958435,-0.0115273630204668,43,1,"Oxalidion europaeae",NA,"Associació-Desconeguda","V15","",NA,NA,"1953",-4.116472128,42.87622565,"4 - UTM10x10 + Centroid",999.5
"80","Q-P07852",-0.00815224750981634,0.0141935538784728,1037,1,"Oxalidion europaeae",NA,"Associació-Desconeguda","V15","",NA,NA,"1953",-4.116472128,42.87622565,"4 - UTM10x10 + Centroid",999.5
"81","Q-P08735",-0.000572597685573164,0.0131481387307725,1040,1,"Scleranthion annui","Scleranthion annui","Centaureo cyani-Raphanetum microcarpae","V15","",NA,40,"1990",-4.490192325,42.81601335,"3 - UTM10x10 + Elevation",1090
"82","Q-P08739",0.0217759945290453,-0.000777771039664758,1044,1,"Scleranthion annui","Scleranthion annui","Centaureo cyani-Raphanetum microcarpae","V15","",NA,80,"1990",-4.77611585,42.9334869,"4 - UTM10x10 + Centroid",1020
"83","Q-P08742",-0.00731459241441152,0.00845547175825996,46,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,20,"1990",-4.646560297,42.80846808,"3 - UTM10x10 + Elevation",1120
"84","Q-P08743",-0.00808016436573213,0.0105812196063291,47,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,12,"1990",-4.741715289,42.79985585,"3 - UTM10x10 + Elevation",1100
"85","Q-P08744",-0.00709676255038158,0.00903225203979136,48,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,18,"1990",-4.946753488,42.86499029,"3 - UTM10x10 + Elevation",1200
"86","Q-P08747",-0.0114236399827802,0.0011250842606139,49,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","V","",NA,20,"1990",-4.504036138,42.88246998,"3 - UTM10x10 + Elevation",1000
"87","Q-P08748",-0.0125572474743102,-0.000398070023473393,50,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","",NA,40,"1990",-4.690827121,42.90687801,"3 - UTM10x10 + Elevation",1250
"88","Q-P08749",-0.0161150969096173,0.00241615807815473,51,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","",NA,20,"1990",-4.512128657,42.91298042,"3 - UTM10x10 + Elevation",1070
"89","Q-P08752",-0.00803005679246959,0.000350235210765958,54,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Cariolophetum sempervirentis","V39","",NA,20,"1990",-4.67882657,42.91605961,"3 - UTM10x10 + Elevation",1300
"90","Q-P08753",-0.00926579134730418,-0.00205216437599869,55,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Cariolophetum sempervirentis","R55","",NA,12,"1990",-4.487894143,42.92410402,"3 - UTM10x10 + Elevation",1080
"91","Q-P08754",-0.0203314642635651,0.0142041327093862,56,1,"Cirsion richterano-chodati",NA,"","V38","N",5,20,NA,-4.666943542,42.83879034,"3 - UTM10x10 + Elevation",1250
"92","Q-P08755",-0.0155981907910289,0.00727788727221329,57,1,"Cirsion richterano-chodati",NA,"","V38","",NA,70,NA,-4.749295633,42.89519337,"3 - UTM10x10 + Elevation",1240
"93","Q-P08756",-0.0174629220519041,0.0134258013549584,58,1,"Cirsion richterano-chodati",NA,"","V38","N",5,350,NA,-4.677118412,42.85304978,"3 - UTM10x10 + Elevation",1330
"94","Q-P08760",-0.0173443404116331,0.0104656716748493,60,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Comunidad de Cirsium richterianum","V38","",NA,50,"1990",-4.498878138,42.87173158,"3 - UTM10x10 + Elevation",1000
"95","Q-P08761",-0.0147877077488708,0.010796014258378,61,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Comunidad de Cirsium richterianum","V38","",NA,40,"1990",-4.550416473,42.87644814,"3 - UTM10x10 + Elevation",1050
"96","Q-P08762",-0.0224442505494494,0.00971466727455575,62,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Comunidad de Cirsium richterianum","V38","",NA,20,"1990",-4.543611372,42.89815216,"3 - UTM10x10 + Elevation",1070
"97","Q-P08763",-0.0148823093693432,0.00968222585413953,63,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Comunidad de Cirsium richterianum","V38","",NA,10,"1990",-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",970
"98","Q-P08764",-0.0175697453049272,0.0104261369312816,64,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Comunidad de Cirsium richterianum","V38","",NA,100,"1990",-4.527275081,42.83173387,"3 - UTM10x10 + Elevation",1100
"99","Q-P08765",-0.0173093443155204,0.00990100225784816,65,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Comunidad de Cirsium richterianum","V38","",NA,100,"1990",-4.69316451,42.81319133,"3 - UTM10x10 + Elevation",1080
"100","Q-P08766",-0.0192789171272027,0.0117154248064765,66,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Comunidad de Cirsium richterianum","V38","",NA,50,"1990",-4.648957603,42.80663255,"3 - UTM10x10 + Elevation",1120
"101","Q-P08767",-0.0167047113730866,0.00955937612742015,67,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Comunidad de Cirsium richterianum","V38","",NA,40,"1990",-4.668372809,42.80094819,"3 - UTM10x10 + Elevation",1120
"102","Q-P08768",-0.0158994128469456,0.0101782009403455,68,1,"Cirsion richterano-chodati","Cirsion richterano-chodati","Comunidad de Cirsium richterianum","V38","",NA,60,"1990",-4.491578057,42.87362795,"3 - UTM10x10 + Elevation",1020
"103","Q-P08769",0.00615797880211607,0.013291023477095,1793,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,1,"1990",-4.575170475,42.88691619,"3 - UTM10x10 + Elevation",1030
"104","Q-P08770",0.00657633285808079,0.0143517881988822,1794,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,8,"1990",-4.761486489,42.8932054,"3 - UTM10x10 + Elevation",1240
"105","Q-P08771",0.00493905715182629,0.0133766520905077,1795,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,4,"1990",-4.609727536,42.8972414,"3 - UTM10x10 + Elevation",1300
"106","Q-P08772",0.00651072631081507,0.0144265837509673,1796,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,10,"1990",-4.550506646,42.88004893,"3 - UTM10x10 + Elevation",1040
"107","Q-P08773",0.00904757818890434,0.01319939692545,1797,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,2,"1990",-4.805345737,42.88531803,"3 - UTM10x10 + Elevation",1330
"108","Q-P09152",-0.0147571940169327,0.000967214109493843,69,1,"Arction lappae","Arction lappae","Geranio lusitanici-Scrophularietum herminii","V39","",NA,NA,"2004",-8.040051389,42.06645631,"3 - UTM10x10 + Elevation",1030
"109","Q-P09154",-0.0159463812996574,-0.00368411587489275,71,1,"Arction lappae","Arction lappae","Geranio lusitanici-Scrophularietum herminii","V38","",NA,NA,"2004",-8.142281322,42.04570422,"3 - UTM10x10 + Elevation",1050
"110","Q-P09840",0.0130619365205798,0.0103468572706866,209840,1,"Potentillion anserinae",NA,"Comunidad de Crypsis schoenoides y Cyperus fuscus","R36","",NA,4,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",590
"111","Q-P09918",0.00694715599003127,-0.0143049015393181,2170,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","W",90,3,"2000",-6.902707464,41.96319006,"3 - UTM10x10 + Elevation",800
"112","Q-P09919",0.00299758698689872,-0.010437464972135,2171,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","NW",90,2,"2000",-7.068164578,41.83317711,"3 - UTM10x10 + Elevation",830
"113","Q-P09920",-0.0145204546608017,-0.0142008032558855,2172,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","V","NW",90,2,"2000",-6.883145708,41.79997091,"3 - UTM10x10 + Elevation",840
"114","Q-P09982",0.00281583093733554,0.0117141665013987,1799,1,"Polygono-Coronopodion","Polygono-Coronopodion","Matricario-Polygonetum avicularis","V35","",NA,4,"2000",-7.182960705,41.96578556,"2 - UTM1x1 + Centroid",750
"115","Q-P09983",0.0080770942300714,0.011566270053658,1800,1,"Polygono-Coronopodion","Polygono-Coronopodion","Matricario-Polygonetum avicularis","V35","",NA,5,"2000",-7.053959534,41.87510045,"3 - UTM10x10 + Elevation",790
"116","Q-P09984",0.0066242443895123,0.0118272639674452,1801,1,"Polygono-Coronopodion","Polygono-Coronopodion","Matricario-Polygonetum avicularis","V35","SE",9,1,"2000",-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",600
"117","Q-P09985",0.00752733966811383,0.0138670137735561,1802,1,"Polygono-Coronopodion","Polygono-Coronopodion","Matricario-Polygonetum avicularis","V35","",NA,2,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",620
"118","Q-P09986",0.0150038908200748,0.0147129467094257,209986,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V35","",NA,1,"2000",-6.827197264,41.74962379,"3 - UTM10x10 + Elevation",840
"119","Q-P09989",0.035594461526575,0.018859196232625,209989,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V34","",NA,1,"2000",-6.766626048,41.8650886,"3 - UTM10x10 + Elevation",640
"120","Q-P09991",0.0197919276019675,0.0115060940774477,209991,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V35","",NA,2,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",620
"121","Q-P09993",0.00923011472930338,0.011249801061282,209993,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V35","",NA,3,"2000",-6.632766489,41.88381447,"3 - UTM10x10 + Elevation",640
"122","Q-P09995",0.0190043384777206,0.0153371966056099,209995,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V34","",NA,4,"2000",-6.613956586,41.93483594,"1 - UTM1x1 + Elevation",770
"123","Q-P09998",0.0100077550264531,0.0114566185615629,209998,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V35","",NA,1,"2000",-6.730139245,41.90049921,"3 - UTM10x10 + Elevation",670
