"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"56","R-P33439",841,"Associació-Desconeguda",344,"Dauco-Melilotion","V32","",NA,NA,"2003",-2.527514949,42.57798446,"3 - UTM10x10 + Elevation",540,"Unknown",NA,0,"Epilobietea angustifolii"
"57","S-P10950",842,"Solano dulcamarae-Epilobietum hirsuti",410950,"Cynancho-Convolvulion sepium","R55","",NA,30,"2008",-1.379654021,42.76561743,"3 - UTM10x10 + Elevation",440,"Unknown",NA,0,"Epilobietea angustifolii"
"58","S-P10951",843,"Solano dulcamarae-Epilobietum hirsuti",410951,"Cynancho-Convolvulion sepium","R55","",NA,40,"2008",-1.394547508,42.75682205,"1 - UTM1x1 + Elevation",460,"Unknown",NA,0,"Epilobietea angustifolii"
"59","S-P10952",844,"Solano dulcamarae-Epilobietum hirsuti",410952,"Cynancho-Convolvulion sepium","R55","",NA,40,"2008",-1.377022486,42.77278429,"1 - UTM1x1 + Elevation",460,"Unknown",NA,0,"Epilobietea angustifolii"
"60","S-P10953",845,"Solano dulcamarae-Epilobietum hirsuti",410953,"Cynancho-Convolvulion sepium","R55","",NA,50,"2008",-2.081698323,42.73197512,"1 - UTM1x1 + Elevation",500,"Unknown",NA,0,"Epilobietea angustifolii"
"61","S-P10956",846,"Solano dulcamarae-Epilobietum hirsuti",410956,"Cynancho-Convolvulion sepium","R55","",NA,60,"2008",-7,43,"5 - UTMs missing from DEM",550,"Unknown",NA,0,"Epilobietea angustifolii"
"62","S-P10958",847,"Solano dulcamarae-Epilobietum hirsuti",410958,"Cynancho-Convolvulion sepium","R55","",NA,50,"2008",-2.692878036,42.64529005,"4 - UTM10x10 + Centroid",580,"Unknown",NA,0,"Epilobietea angustifolii"
"63","S-P10972",848,"Solano dulcamarae-Epilobietum hirsuti",410972,"Cynancho-Convolvulion sepium","R55","",NA,30,"2008",-1.379136595,42.87907425,"1 - UTM1x1 + Elevation",610,"Unknown",NA,0,"Epilobietea angustifolii"
"64","S-P10973",849,"Solano dulcamarae-Epilobietum hirsuti",410973,"Cynancho-Convolvulion sepium","R55","",NA,50,"2008",-1.214254433,42.99188293,"2 - UTM1x1 + Centroid",760,"Unknown",NA,0,"Epilobietea angustifolii"
"65","S-P10974",850,"Solano dulcamarae-Epilobietum hirsuti",410974,"Cynancho-Convolvulion sepium","R55","",NA,100,"2008",-1.226981379,42.9758722,"1 - UTM1x1 + Elevation",730,"Unknown",NA,0,"Epilobietea angustifolii"
"66","S-P11838",900,"Cypero-Caricetum otrubae",411838,"Cynancho-Convolvulion sepium","R55","",NA,10,"1975",-6.949739134,43.54130303,"4 - UTM10x10 + Centroid",47,"Unknown",NA,0,"Epilobietea angustifolii"
"67","S-P12123",977,"Galactito tomentosae-Digitaletum purpureae",387,"Dauco-Melilotion","V38","SE",20,15,"1975",-7.003961648,43.55335946,"3 - UTM10x10 + Elevation",10,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"68","S-P12124",978,"Galactito tomentosae-Digitaletum purpureae",388,"Dauco-Melilotion","V38","N",15,20,"1975",-6.945734907,43.57159262,"3 - UTM10x10 + Elevation",15,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"69","S-P14558",982,"BF03",414558,"Cynancho-Convolvulion sepium","R55","",NA,20,"",-1.381462446,43.44279511,"3 - UTM10x10 + Elevation",1.5,"Unknown",NA,0,"Epilobietea angustifolii"
"70","S-P15132",1025,"Urtico dioicae-Sambucetum ebuli",398,"Dauco-Melilotion","V","",2,50,"1967",-2.189131221,43.29649937,"1 - UTM1x1 + Elevation",20,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"71","S-P15144",1037,"Urtico dioicae-Sambucetum ebuli",410,"Dauco-Melilotion","R","",25,50,"1967",-1.734874045,43.32479284,"1 - UTM1x1 + Elevation",8,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"72","S-P16049",1067,"Rumici obtusifolii-Oenanthetum",416049,"Cynancho-Convolvulion sepium","R55","",NA,50,"1987",-8.633771785,42.60049954,"3 - UTM10x10 + Elevation",60,"Mentho longifoliae-Juncion inflexi","Molinio-Arrhenatheretea",0,"Epilobietea angustifolii"
"73","S-P16054",1068,"Rumici obtusifolii-Oenanthetum",416054,"Cynancho-Convolvulion sepium","R36","",NA,10,"1987",-8.211076213,43.28314957,"3 - UTM10x10 + Elevation",10,"Mentho longifoliae-Juncion inflexi","Molinio-Arrhenatheretea",0,"Epilobietea angustifolii"
"74","S-P19748",1152,"Asphodelo arrondeaui-Epilobietum angustifolii",419748,"Epilobion angustifolii","R57","N",36,50,"2001",-5.708021421,42.91794165,"3 - UTM10x10 + Elevation",1540,"Epilobion angustifolii","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"75","S-P20406",1211,"Arundini-Convolvuletum sepium",465,"Senecionion fluviatilis","V38","NE",NA,20,"1972",-8.756626836,42.39993072,"3 - UTM10x10 + Elevation",15,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"76","S-P20407",1212,"Arundini-Convolvuletum sepium",466,"Senecionion fluviatilis","V38","SW",NA,10,"1972",-8.717336264,42.28847845,"3 - UTM10x10 + Elevation",20,"Senecionion fluviatilis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"77","S-P20408",1213,"Arundini-Convolvuletum sepium",467,"Senecionion fluviatilis","V","N",NA,10,"1972",-8.745193175,42.40770778,"3 - UTM10x10 + Elevation",50,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"78","S-P20409",1214,"Arundini-Convolvuletum sepium",468,"Senecionion fluviatilis","V15","E",NA,20,"1972",-8.796984906,42.28446649,"3 - UTM10x10 + Elevation",100,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"79","S-P20410",1215,"Arundini-Convolvuletum sepium",469,"Senecionion fluviatilis","V","SE",NA,20,"1972",-8.790511787,42.26679086,"3 - UTM10x10 + Elevation",100,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"80","S-P20411",1216,"Arundini-Convolvuletum sepium",470,"Senecionion fluviatilis","V","NW",NA,20,"1972",-8.806473068,42.28218448,"3 - UTM10x10 + Elevation",70,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"81","S-P20412",1217,"Arundini-Convolvuletum sepium",471,"Senecionion fluviatilis","V","W",NA,20,"1972",-8.83651627,42.26625127,"3 - UTM10x10 + Elevation",80,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"82","S-P20413",1218,"Arundini-Convolvuletum sepium",472,"Senecionion fluviatilis","R","NE",NA,20,"1972",-8.846578977,42.29634309,"3 - UTM10x10 + Elevation",20,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"83","S-P20414",1219,"Arundini-Convolvuletum sepium",473,"Senecionion fluviatilis","V","S",NA,20,"1972",-8.813351438,42.33044482,"3 - UTM10x10 + Elevation",100,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"84","S-P20415",1220,"Arundini-Convolvuletum sepium",474,"Senecionion fluviatilis","R","SE",NA,20,"1972",-8.661816316,42.31824822,"3 - UTM10x10 + Elevation",70,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"85","S-P20416",1221,"Arundini-Convolvuletum sepium",475,"Senecionion fluviatilis","V39","S",NA,20,"1972",-8.672930964,42.3339008,"3 - UTM10x10 + Elevation",180,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"86","S-P20417",1222,"Arundini-Convolvuletum sepium",476,"Senecionion fluviatilis","V38","N",NA,20,"1972",-8.850740406,42.28892867,"3 - UTM10x10 + Elevation",100,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"87","S-P20418",1223,"Arundini-Convolvuletum sepium",477,"Senecionion fluviatilis","R55","SW",NA,20,"1972",-8.761107417,42.1836586,"3 - UTM10x10 + Elevation",150,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"88","S-P20419",1224,"Arundini-Convolvuletum sepium",478,"Senecionion fluviatilis","R","SW",NA,15,"1972",-8.790022314,42.18219795,"3 - UTM10x10 + Elevation",50,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"89","S-P20420",1225,"Arundini-Convolvuletum sepium",479,"Senecionion fluviatilis","V","S",NA,20,"1972",-8.672424391,42.22050003,"3 - UTM10x10 + Elevation",80,"Senecionion fluviatilis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"90","S-P20430",1235,"Galactito tomentosae-Digitaletum purpureae",486,"Senecionion fluviatilis","R54","N",NA,10,"1972",-8.748958932,42.34270434,"3 - UTM10x10 + Elevation",20,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"91","S-P20431",1236,"Galactito tomentosae-Digitaletum purpureae",487,"Senecionion fluviatilis","Sa","E",NA,10,"1972",-8.677976939,42.44347517,"3 - UTM10x10 + Elevation",50,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"92","S-P20433",1238,"Galactito tomentosae-Digitaletum purpureae",489,"Senecionion fluviatilis","Sa","N",NA,10,"1972",-8.649416338,42.39627972,"3 - UTM10x10 + Elevation",120,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"93","S-P21815",1281,"Comunidad de Epilobium angustifolium y Digitalis purpurea",421815,"Epilobion angustifolii","R57","W",50,70,"1981",-6.074001558,43.08337265,"3 - UTM10x10 + Elevation",1650,"Epilobion angustifolii","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"94","S-P24278",1282,"Sanguisorbo hybridae-Quercetum suberis",424278,"Epilobion angustifolii","R57","NW",130,30,"1990",-6.887575465,42.81729745,"1 - UTM1x1 + Elevation",1470,"Quercion broteroi","Quercetea ilicis",0,"Epilobietea angustifolii"
"95","S-P24280",1283,"Sanguisorbo hybridae-Quercetum suberis",424280,"Epilobion angustifolii","R57","NW",150,45,"1990",-6.8601657,42.80922234,"1 - UTM1x1 + Elevation",1650,"Quercion broteroi","Quercetea ilicis",0,"Epilobietea angustifolii"
"96","S-P25165",1289,"Potentillo reptantis-Menthetum suaveolentis",425165,"Cynancho-Convolvulion sepium","R36","",NA,15,"2010",-1.664553304,43.15650853,"1 - UTM1x1 + Elevation",130,"Mentho longifoliae-Juncion inflexi","Molinio-Arrhenatheretea",0,"Epilobietea angustifolii"
"97","T-P01420",1294,"Chenopodio albi-Conyzetum canadensis",500,"Dauco-Melilotion","V","",NA,100,"1994",-2.936228824,43.30657379,"4 - UTM10x10 + Centroid",58.5,"Chenopodion muralis","Chenopodietea",0,"Epilobietea angustifolii"
"98","T-P05148",1439,"Lamio (hybridi) dissecti-Panicetum crus-galli",1444,"Cynancho-Convolvulion sepium","V37","",NA,15,"1995",-3.474350969,43.37762992,"1 - UTM1x1 + Elevation",8,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Epilobietea angustifolii"
"99","T-P05186",1477,"Helmintio echioidis-Melilotetum albae",546,"Dauco-Melilotion","V38","",NA,20,"1995",-3.444830308,43.3921557,"1 - UTM1x1 + Elevation",6,"Dauco-Melilotion","Artemisietea vulgaris",1,"Epilobietea angustifolii"
"100","T-P05190",1481,"Helmintio echioidis-Melilotetum albae",505190,"Dauco-Melilotion","V33","",NA,60,"1995",-3.44512037,43.43177403,"1 - UTM1x1 + Elevation",10,"Dauco-Melilotion","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"101","T-P05192",1482,"Helmintio echioidis-Melilotetum albae",550,"Dauco-Melilotion","V38","",NA,40,"1995",-3.462678319,43.46592093,"1 - UTM1x1 + Elevation",10,"Dauco-Melilotion","Artemisietea vulgaris",1,"Epilobietea angustifolii"
"102","T-P05974",1500,"Chelidonio maji-Smyrnietum olusatri",562,"Senecionion fluviatilis","V39","SE",80,9,"1997",-8.783931179,42.27432557,"3 - UTM10x10 + Elevation",70,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"103","T-P06540",1505,"Picrido hieracioidis-Eupatorietum cannabinii",506540,"Cynancho-Convolvulion sepium","R55","",NA,20,"1995",-2.822698268,43.32985174,"1 - UTM1x1 + Elevation",50,"Cynancho-Convolvulion sepium","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"104","T-P06620",1581,"Urtico dioicae-Sambucetum ebuli",641,"Dauco-Melilotion","V38","",NA,10,"1995",-2.644299203,43.0394819,"1 - UTM1x1 + Elevation",570,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"105","T-P07911",1628,"comunidad de Helianthus x laetiflorus",507911,"Cynancho-Convolvulion sepium","R55","",NA,20,"1999",-1.615527801,42.8209427,"1 - UTM1x1 + Elevation",420,"Unknown",NA,0,"Epilobietea angustifolii"
"106","T-P07913",1629,"comunidad de Mentha longifolia y Epilobium hirsutum",507913,"Cynancho-Convolvulion sepium","R55","",NA,60,"1999",-1.939527489,42.75956407,"1 - UTM1x1 + Elevation",480,"Unknown",NA,0,"Epilobietea angustifolii"
"107","T-P07915",1630,"comunidad de Mentha longifolia y Epilobium hirsutum",507915,"Cynancho-Convolvulion sepium","R55","",NA,60,"1999",-1.484127075,42.69140406,"1 - UTM1x1 + Elevation",550,"Unknown",NA,0,"Epilobietea angustifolii"
"108","T-P07916",1631,"comunidad de Mentha longifolia y Epilobium hirsutum",507916,"Cynancho-Convolvulion sepium","R36","",NA,20,"1999",-1.620299533,42.82640341,"1 - UTM1x1 + Elevation",420,"Unknown",NA,0,"Epilobietea angustifolii"
"109","T-P07921",1632,"comunidad de Althaea officinalis y Epilobium hirsutum",507921,"Cynancho-Convolvulion sepium","R55","",NA,40,"1999",-1.737278814,42.84936581,"1 - UTM1x1 + Elevation",440,"Unknown",NA,0,"Epilobietea angustifolii"
