"","SIVIMID","Sintaxon","Alliance","Class","EUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope","L1"
"11","Q-P02786","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1969,-2.198835209,43.21460969,"4 - UTM10x10 + Centroid",313,"",NA,"Galio valantiae-Parietarion judaicae"
"12","Q-P02787","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Sa",10,1969,-2.32194203,43.2154056,"4 - UTM10x10 + Centroid",348,"",NA,"Galio valantiae-Parietarion judaicae"
"13","Q-P02788","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1969,-2.204357764,43.28045619,"4 - UTM10x10 + Centroid",82,"",NA,"Galio valantiae-Parietarion judaicae"
"14","Q-P02789","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H32d",10,1969,-2.204357764,43.28045619,"4 - UTM10x10 + Centroid",82,"",NA,"Galio valantiae-Parietarion judaicae"
"15","Q-P02790","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H32d",10,1969,-2.204357764,43.28045619,"4 - UTM10x10 + Centroid",82,"",NA,"Galio valantiae-Parietarion judaicae"
"16","Q-P02791","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1969,-2.198835209,43.21460969,"4 - UTM10x10 + Centroid",313,"",NA,"Galio valantiae-Parietarion judaicae"
"17","Q-P02792","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",50,1969,-8.693960952,42.8571451,"4 - UTM10x10 + Centroid",202,"",NA,"Cymbalario-Asplenion"
"18","Q-P02793","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",50,1969,-8.693960952,42.8571451,"4 - UTM10x10 + Centroid",202,"",NA,"Cymbalario-Asplenion"
"19","Q-P02794","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",100,1969,-8.693537785,42.9471732,"4 - UTM10x10 + Centroid",275,"",NA,"Cymbalario-Asplenion"
"20","Q-P07031","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1985,-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"",NA,"Galio valantiae-Parietarion judaicae"
"21","Q-P07039","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1985,-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"",NA,"Galio valantiae-Parietarion judaicae"
"22","Q-P09918","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",3,2000,-6.902707464,41.96319006,"3 - UTM10x10 + Elevation",800,"W",90,"Cymbalario-Asplenion"
"23","Q-P09919","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",2,2000,-7.068164578,41.83317711,"3 - UTM10x10 + Elevation",830,"NW",90,"Cymbalario-Asplenion"
"24","R-P15101","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",15,1983,-2.417635987,43.12139835,"1 - UTM1x1 + Elevation",150,"",NA,"Galio valantiae-Parietarion judaicae"
"25","R-P15102","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",40,1983,-2.402359147,43.17534852,"2 - UTM1x1 + Centroid",120,"",NA,"Galio valantiae-Parietarion judaicae"
"26","R-P15103","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",30,1983,-2.401567201,43.25638684,"2 - UTM1x1 + Centroid",80,"",NA,"Galio valantiae-Parietarion judaicae"
"27","R-P15104","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",40,1983,-2.417601822,43.12500012,"1 - UTM1x1 + Elevation",150,"",NA,"Galio valantiae-Parietarion judaicae"
"28","R-P15105","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1983,-2.306396608,43.17480699,"1 - UTM1x1 + Elevation",150,"",NA,"Galio valantiae-Parietarion judaicae"
"29","R-P15106","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",60,1983,-2.417635987,43.12139835,"1 - UTM1x1 + Elevation",150,"",NA,"Galio valantiae-Parietarion judaicae"
"30","R-P15107","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",6,1983,-2.417618905,43.12319923,"1 - UTM1x1 + Elevation",160,"",NA,"Galio valantiae-Parietarion judaicae"
"31","R-P15108","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",40,1983,-2.409306852,43.22040833,"1 - UTM1x1 + Elevation",100,"",NA,"Galio valantiae-Parietarion judaicae"
"32","R-P15109","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1983,-2.364084359,43.30661043,"1 - UTM1x1 + Elevation",20,"",NA,"Galio valantiae-Parietarion judaicae"
"33","R-P15110","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1983,-2.388716189,43.31033991,"2 - UTM1x1 + Centroid",20,"",NA,"Galio valantiae-Parietarion judaicae"
"34","R-P15111","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1983,-2.388716189,43.31033991,"2 - UTM1x1 + Centroid",20,"",NA,"Galio valantiae-Parietarion judaicae"
"35","R-P15112","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1983,-2.566073861,42.99058478,"1 - UTM1x1 + Elevation",400,"",NA,"Galio valantiae-Parietarion judaicae"
"36","R-P15113","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",35,1983,-2.194038196,43.29833496,"1 - UTM1x1 + Elevation",10,"",NA,"Galio valantiae-Parietarion judaicae"
"37","R-P15114","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",30,1983,-2.196456222,43.3019538,"1 - UTM1x1 + Elevation",10,"",NA,"Galio valantiae-Parietarion judaicae"
"38","R-P15115","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",30,1983,-2.259080326,43.22133494,"1 - UTM1x1 + Elevation",80,"",NA,"Galio valantiae-Parietarion judaicae"
"39","R-P15116","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Sa",30,1983,-2.30881653,43.17842354,"1 - UTM1x1 + Elevation",170,"",NA,"Galio valantiae-Parietarion judaicae"
"40","R-P15117","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Sa",30,1983,-2.234028067,43.25538766,"1 - UTM1x1 + Elevation",30,"",NA,"Galio valantiae-Parietarion judaicae"
"41","R-P15118","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1983,-2.258883978,43.2375421,"1 - UTM1x1 + Elevation",50,"",NA,"Galio valantiae-Parietarion judaicae"
"42","R-P15119","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",10,1983,-2.415194685,43.11958492,"1 - UTM1x1 + Elevation",140,"",NA,"Galio valantiae-Parietarion judaicae"
"43","R-P15120","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",15,1983,-2.410295221,43.1177588,"1 - UTM1x1 + Elevation",150,"",NA,"Galio valantiae-Parietarion judaicae"
"44","R-P15121","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",30,1983,-2.417618905,43.12319923,"1 - UTM1x1 + Elevation",150,"",NA,"Galio valantiae-Parietarion judaicae"
"45","R-P15122","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",NA,1983,-1.976755236,43.31640741,"1 - UTM1x1 + Elevation",10,"",NA,"Cymbalario-Asplenion"
"46","R-P15123","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",NA,1983,-1.979221273,43.31642945,"1 - UTM1x1 + Elevation",10,"",NA,"Cymbalario-Asplenion"
"47","R-P15124","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",NA,1983,-1.986649325,43.3146946,"1 - UTM1x1 + Elevation",10,"",NA,"Cymbalario-Asplenion"
"48","R-P15125","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",NA,1983,-2.412753528,43.11777144,"1 - UTM1x1 + Elevation",150,"",NA,"Cymbalario-Asplenion"
"49","R-P22336","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H31c",2,1999,-8.092434214,41.90568603,"1 - UTM1x1 + Elevation",390,"N",90,"Cymbalario-Asplenion"
"50","R-P22337","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",2,1999,-8.085371374,41.90780044,"1 - UTM1x1 + Elevation",370,"NW",90,"Cymbalario-Asplenion"
"51","R-P22339","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",3,1999,-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",380,"NW",90,"Cymbalario-Asplenion"
"52","R-P22340","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",2,1999,-8.101645234,41.93048438,"3 - UTM10x10 + Elevation",480,"SE",90,"Cymbalario-Asplenion"
"53","R-P23777","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",4,1986,-6.855415177,42.37359619,"2 - UTM1x1 + Centroid",663,"W",90,"Cymbalario-Asplenion"
"54","R-P24468","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","V",8,2012,-6.815273097,42.43616221,"1 - UTM1x1 + Elevation",376,"NW",100,"Galio valantiae-Parietarion judaicae"
"55","R-P24471","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","V",20,2012,-6.714726725,42.42146086,"1 - UTM1x1 + Elevation",470,"S",90,"Galio valantiae-Parietarion judaicae"
"56","R-P24473","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","V",6,2012,-6.700276782,42.4237297,"1 - UTM1x1 + Elevation",522,"SW",100,"Cymbalario-Asplenion"
"57","R-P24474","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","V",4,2012,-6.695318936,42.42208899,"1 - UTM1x1 + Elevation",477,"SW",100,"Cymbalario-Asplenion"
"58","S-P12040","Oxali-Parietarietum diffusae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","V",20,1975,-6.541250758,43.55784587,"3 - UTM10x10 + Elevation",5,"NE",100,"Galio valantiae-Parietarion judaicae"
"59","S-P12041","Oxali-Parietarietum diffusae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",15,1975,-7.020773027,43.54556605,"3 - UTM10x10 + Elevation",30,"NE",100,"Galio valantiae-Parietarion judaicae"
"60","S-P12042","Oxali-Parietarietum diffusae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",15,1975,-6.641078956,43.57091204,"3 - UTM10x10 + Elevation",5,"SW",100,"Galio valantiae-Parietarion judaicae"
"61","S-P17950","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",10,1982,-2.715385597,43.06489476,"1 - UTM1x1 + Elevation",600,"",NA,"Cymbalario-Asplenion"
"62","S-P17951","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","H",10,1982,-2.618965627,43.16546917,"1 - UTM1x1 + Elevation",150,"",NA,"Cymbalario-Asplenion"
"63","S-P17952","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","H",8,1982,-2.621437042,43.16367641,"1 - UTM1x1 + Elevation",150,"",NA,"Cymbalario-Asplenion"
"64","S-P17953","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","H",10,1982,-2.648375586,43.1853739,"1 - UTM1x1 + Elevation",150,"",NA,"Cymbalario-Asplenion"
"65","S-P17954","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","H",6,1982,-2.650846951,43.18358051,"1 - UTM1x1 + Elevation",150,"",NA,"Cymbalario-Asplenion"
"66","S-P20227","Oxali-Parietarietum diffusae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H",5,1972,-8.835928453,42.28608529,"3 - UTM10x10 + Elevation",50,"S",NA,"Galio valantiae-Parietarion judaicae"
"67","S-P20229","Oxali-Parietarietum diffusae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H32d",10,1972,-8.680480713,42.28311436,"3 - UTM10x10 + Elevation",10,"E",NA,"Galio valantiae-Parietarion judaicae"
"68","S-P20231","Oxali-Parietarietum diffusae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","V",10,1972,-8.69927276,42.22276562,"3 - UTM10x10 + Elevation",50,"E",NA,"Galio valantiae-Parietarion judaicae"
"69","T-P02582","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","V",20,1984,-6.212046888,42.47808839,"3 - UTM10x10 + Elevation",1000,"S",90,"Cymbalario-Asplenion"
"70","T-P03088","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",8,1986,-3.084170257,43.31014811,"3 - UTM10x10 + Elevation",150,"NW",NA,"Galio valantiae-Parietarion judaicae"
"71","T-P03089","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1986,-3.168104395,43.3406711,"3 - UTM10x10 + Elevation",80,"W",NA,"Galio valantiae-Parietarion judaicae"
"72","T-P03090","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",15,1986,-3.074185202,43.21110356,"3 - UTM10x10 + Elevation",200,"E",NA,"Galio valantiae-Parietarion judaicae"
"73","T-P03091","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H32d",11,1986,-3.237205442,43.34415048,"3 - UTM10x10 + Elevation",100,"NE",NA,"Galio valantiae-Parietarion judaicae"
"74","T-P03092","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H32d",9,1986,-3.185398111,43.34784801,"3 - UTM10x10 + Elevation",250,"N",NA,"Galio valantiae-Parietarion judaicae"
"75","T-P03093","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H32d",8,1986,-3.136020104,43.33711194,"3 - UTM10x10 + Elevation",100,"SW",NA,"Galio valantiae-Parietarion judaicae"
"76","T-P03094","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1986,-3.155785803,43.34789218,"3 - UTM10x10 + Elevation",100,"NE",NA,"Galio valantiae-Parietarion judaicae"
"77","T-P03095","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",25,1986,-3.096336311,43.20568419,"3 - UTM10x10 + Elevation",80,"SW",NA,"Galio valantiae-Parietarion judaicae"
"78","T-P03096","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H32d",30,1986,-3.123414233,43.20385723,"3 - UTM10x10 + Elevation",100,"N",NA,"Galio valantiae-Parietarion judaicae"
"79","T-P03097","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",30,1986,-3.160384935,43.22001994,"3 - UTM10x10 + Elevation",150,"NW",NA,"Galio valantiae-Parietarion judaicae"
"80","T-P03098","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H",20,1986,-3.017586094,43.31918232,"3 - UTM10x10 + Elevation",40,"N",NA,"Galio valantiae-Parietarion judaicae"
"81","T-P03099","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H",25,1986,-3.091566074,43.30834151,"3 - UTM10x10 + Elevation",80,"N",NA,"Galio valantiae-Parietarion judaicae"
"82","T-P03100","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",5,1986,-3.184041148,43.30731368,"4 - UTM10x10 + Centroid",268,"",NA,"Galio valantiae-Parietarion judaicae"
"83","T-P03101","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",4,1986,-3.183770111,43.21726743,"4 - UTM10x10 + Centroid",316,"",NA,"Galio valantiae-Parietarion judaicae"
"84","T-P03102","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",6,1986,-2.814679464,43.12721682,"4 - UTM10x10 + Centroid",303,"",NA,"Galio valantiae-Parietarion judaicae"
"85","T-P03103","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","H32d",5,1986,-2.936228824,43.30657379,"4 - UTM10x10 + Centroid",58.5,"",NA,"Galio valantiae-Parietarion judaicae"
"86","T-P03104","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","H32d",5,1986,-3.064475134,43.30297494,"4 - UTM10x10 + Centroid",127,"",NA,"Galio valantiae-Parietarion judaicae"
"87","T-P03105","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","H",6,1986,-3.064475134,43.30297494,"4 - UTM10x10 + Centroid",127,"",NA,"Galio valantiae-Parietarion judaicae"
"88","T-P03106","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",10,1986,-3.15049052,43.20202387,"3 - UTM10x10 + Elevation",150,"NW",NA,"Cymbalario-Asplenion"
"89","T-P03107","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",15,1986,-3.128356882,43.21285656,"3 - UTM10x10 + Elevation",80,"N",NA,"Cymbalario-Asplenion"
"90","T-P03108","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",10,1986,-3.089099974,43.30834345,"3 - UTM10x10 + Elevation",100,"NW",NA,"Cymbalario-Asplenion"
"91","T-P03109","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",10,1986,-3.005250284,43.28316509,"3 - UTM10x10 + Elevation",50,"",NA,"Cymbalario-Asplenion"
"92","T-P03110","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",5,1986,-3.103819977,43.26330785,"3 - UTM10x10 + Elevation",150,"SE",NA,"Cymbalario-Asplenion"
"93","T-P04874","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1995,-3.41745649,43.36164366,"1 - UTM1x1 + Elevation",6,"",NA,"Galio valantiae-Parietarion judaicae"
"94","T-P04875","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1995,-3.40543943,43.41031101,"1 - UTM1x1 + Elevation",30,"",NA,"Galio valantiae-Parietarion judaicae"
"95","T-P04876","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1995,-3.445186375,43.44077816,"1 - UTM1x1 + Elevation",50,"",NA,"Galio valantiae-Parietarion judaicae"
"96","T-P04877","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1995,-3.370779985,43.39782242,"1 - UTM1x1 + Elevation",5,"",NA,"Galio valantiae-Parietarion judaicae"
"97","T-P04878","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1995,-3.447671054,43.44256934,"3 - UTM10x10 + Elevation",20,"",NA,"Galio valantiae-Parietarion judaicae"
"98","T-P04879","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1995,-3.47178442,43.36503425,"3 - UTM10x10 + Elevation",50,"",NA,"Galio valantiae-Parietarion judaicae"
"99","T-P04880","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",15,1995,-3.481643422,43.36319226,"3 - UTM10x10 + Elevation",50,"",NA,"Galio valantiae-Parietarion judaicae"
"100","T-P04881","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",40,1995,-3.407885435,43.40670054,"1 - UTM1x1 + Elevation",100,"",NA,"Cymbalario-Asplenion"
"101","T-P04882","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1995,-3.447737463,43.45157345,"1 - UTM1x1 + Elevation",160,"",NA,"Galio valantiae-Parietarion judaicae"
"102","T-P04883","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H32d",25,1995,-3.492274197,43.456793,"1 - UTM1x1 + Elevation",5,"",NA,"Galio valantiae-Parietarion judaicae"
"103","T-P04884","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H32d",20,1995,-3.48299873,43.22271466,"1 - UTM1x1 + Elevation",400,"",NA,"Galio valantiae-Parietarion judaicae"
"104","T-P04885","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",50,1995,-3.412837718,43.40848366,"1 - UTM1x1 + Elevation",10,"",NA,"Galio valantiae-Parietarion judaicae"
"105","T-P04886","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",40,1995,-3.486968984,43.41179379,"3 - UTM10x10 + Elevation",10,"",NA,"Galio valantiae-Parietarion judaicae"
"106","T-P04887","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1995,-3.412410328,43.34545383,"1 - UTM1x1 + Elevation",25,"",NA,"Galio valantiae-Parietarion judaicae"
"107","T-P04888","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",30,1995,-3.510944897,43.3252461,"1 - UTM1x1 + Elevation",50,"",NA,"Galio valantiae-Parietarion judaicae"
"108","T-P04889","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1995,-3.571297047,43.18448787,"2 - UTM1x1 + Centroid",400,"",NA,"Cymbalario-Asplenion"
"109","T-P11544","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",10,1988,-5.61899362,42.84077425,"3 - UTM10x10 + Elevation",1090,"NW",100,"Cymbalario-Asplenion"
"110","T-P11545","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",10,1988,-5.639847717,42.81328114,"3 - UTM10x10 + Elevation",1100,"NE",100,"Cymbalario-Asplenion"
"111","T-P11546","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",9,1988,-5.688930827,42.87336941,"3 - UTM10x10 + Elevation",1120,"N",100,"Cymbalario-Asplenion"
"112","T-P11547","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",8,1988,-5.682372596,42.89153242,"3 - UTM10x10 + Elevation",1120,"SE",100,"Cymbalario-Asplenion"
"113","T-P12130","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","H",6,1988,-6.38672846,42.91786629,"3 - UTM10x10 + Elevation",1080,"N",90,"Cymbalario-Asplenion"
"114","T-P13302","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",80,1997,-3.19521693,43.33162348,"1 - UTM1x1 + Elevation",60,"",NA,"Galio valantiae-Parietarion judaicae"
"115","T-P13303","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H32d",50,1997,-2.987978355,43.3660067,"1 - UTM1x1 + Elevation",60,"",NA,"Galio valantiae-Parietarion judaicae"
