"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"11","P-P22136",59,"Allio vineale-Ranunculetum sardoi",1024,"Oxalidion europaeae","R","",0,600,"2005",-1.253257937,43.43190397,"3 - UTM10x10 + Elevation",2,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Papaveretea rhoeadis"
"12","P-P22137",60,"Allio vineale-Ranunculetum sardoi",1025,"Oxalidion europaeae","R","",0,1000,"2005",-1.253257937,43.43190397,"3 - UTM10x10 + Elevation",2,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Papaveretea rhoeadis"
"13","Q-P07045",80,"Oxalidi latifoliae-Veronicetum persicae",1026,"Spergulo arvensis-Erodion cicutariae","V37","",NA,20,"1985",-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"14","Q-P07736",87,"Associació-Desconeguda",1027,"Spergulo arvensis-Erodion cicutariae","V","",NA,NA,"1953",-7.089128404,43.53843902,"4 - UTM10x10 + Centroid",40,"Unknown",NA,0,"Papaveretea rhoeadis"
"15","Q-P07737",88,"Associació-Desconeguda",1028,"Oxalidion europaeae","V15","",NA,NA,"1953",-7.089128404,43.53843902,"4 - UTM10x10 + Centroid",40,"Unknown",NA,0,"Papaveretea rhoeadis"
"16","Q-P07763",89,"Associació-Desconeguda",1029,"Spergulo arvensis-Erodion cicutariae","V37","",NA,100,"1953",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43,"Unknown",NA,0,"Papaveretea rhoeadis"
"17","Q-P07764",90,"Associació-Desconeguda",1030,"Spergulo arvensis-Erodion cicutariae","V15","",NA,100,"1953",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43,"Unknown",NA,0,"Papaveretea rhoeadis"
"18","Q-P07765",91,"Associació-Desconeguda",1031,"Spergulo arvensis-Erodion cicutariae","V37","",NA,100,"1953",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43,"Unknown",NA,0,"Papaveretea rhoeadis"
"19","Q-P07766",92,"Associació-Desconeguda",1032,"Spergulo arvensis-Erodion cicutariae","V37","",NA,100,"1953",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43,"Unknown",NA,0,"Papaveretea rhoeadis"
"20","Q-P07767",93,"Associació-Desconeguda",1033,"Spergulo arvensis-Erodion cicutariae","V37","",NA,100,"1953",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43,"Unknown",NA,0,"Papaveretea rhoeadis"
"21","Q-P07847",103,"Associació-Desconeguda",1034,"Scleranthion annui","V","",NA,NA,"1953",-4.047456892,43.39183754,"4 - UTM10x10 + Centroid",49,"Unknown",NA,0,"Papaveretea rhoeadis"
"22","Q-P07849",104,"Associació-Desconeguda",1035,"Oxalidion europaeae","V15","",NA,NA,"1953",-4.116472128,42.87622565,"4 - UTM10x10 + Centroid",999.5,"Unknown",NA,0,"Papaveretea rhoeadis"
"23","Q-P07850",105,"Associació-Desconeguda",1036,"Oxalidion europaeae","V","",NA,NA,"1953",-4.116472128,42.87622565,"4 - UTM10x10 + Centroid",999.5,"Unknown",NA,0,"Papaveretea rhoeadis"
"24","Q-P07851",106,"Associació-Desconeguda",43,"Oxalidion europaeae","V15","",NA,NA,"1953",-4.116472128,42.87622565,"4 - UTM10x10 + Centroid",999.5,"Unknown",NA,0,"Papaveretea rhoeadis"
"25","Q-P07852",107,"Associació-Desconeguda",1037,"Oxalidion europaeae","V15","",NA,NA,"1953",-4.116472128,42.87622565,"4 - UTM10x10 + Centroid",999.5,"Unknown",NA,0,"Papaveretea rhoeadis"
"26","Q-P08170",109,"Chenopodio muralis-Malvetum parviflorae",1038,"Oxalidion europaeae","V32","S",NA,2,"2004",-8.583023967,41.14560961,"4 - UTM10x10 + Centroid",350,"Chenopodion muralis","Chenopodietea",0,"Papaveretea rhoeadis"
"27","Q-P08361",110,"Chenopodio muralis-Malvetum parviflorae",1039,"Oxalidion europaeae","V32","S",NA,2,"2003",-8.583023967,41.14560961,"4 - UTM10x10 + Centroid",350,"Chenopodion muralis","Chenopodietea",0,"Papaveretea rhoeadis"
"28","Q-P08735",112,"Centaureo cyani-Raphanetum microcarpae",1040,"Scleranthion annui","V15","",NA,40,"1990",-4.490192325,42.81601335,"3 - UTM10x10 + Elevation",1090,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"29","Q-P08736",113,"Centaureo cyani-Raphanetum microcarpae",1041,"Oxalidion europaeae","V15","",NA,40,"1990",-4.509713355,42.81395656,"3 - UTM10x10 + Elevation",1040,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"30","Q-P08737",114,"Centaureo cyani-Raphanetum microcarpae",1042,"Oxalidion europaeae","V15","",NA,40,"1990",-4.675998898,42.81164292,"3 - UTM10x10 + Elevation",1120,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"31","Q-P08738",115,"Centaureo cyani-Raphanetum microcarpae",1043,"Scleranthion annui","V15","",NA,40,"1990",-4.504996992,42.82122277,"3 - UTM10x10 + Elevation",1110,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"32","Q-P08739",116,"Centaureo cyani-Raphanetum microcarpae",1044,"Scleranthion annui","V15","",NA,80,"1990",-4.77611585,42.9334869,"4 - UTM10x10 + Centroid",1020,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"33","Q-P08741",118,"Centaureo cyani-Raphanetum microcarpae",1045,"Oxalidion europaeae","V15","",NA,20,"1990",-4.61429613,42.88457007,"3 - UTM10x10 + Elevation",1130,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"34","Q-P09509",164,"Echio rosulati-Picridetum echioisia",82,"Oxalidion europaeae","V38","",NA,NA,"2002",-8.86443276,41.78232801,"3 - UTM10x10 + Elevation",10,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Papaveretea rhoeadis"
"35","Q-P09948",181,"Comunidad de Carduus carpetanus",1048,"Scleranthion annui","V32","S",9,10,"2000",-6.611594935,41.85026448,"3 - UTM10x10 + Elevation",870,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Papaveretea rhoeadis"
"36","Q-P09949",182,"Comunidad de Carduus carpetanus",1049,"Scleranthion annui","R1R","",NA,4,"2000",-6.833092387,41.84847887,"3 - UTM10x10 + Elevation",910,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Papaveretea rhoeadis"
"37","Q-P09950",183,"Comunidad de Carduus carpetanus",1050,"Scleranthion annui","V38","",NA,12,"2000",-7.079603721,41.89940303,"3 - UTM10x10 + Elevation",780,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Papaveretea rhoeadis"
"38","Q-P09954",187,"Carlino corymbosae-Carthametum lanati",1052,"Scleranthion annui","V33","S",4.5,4,"2000",-6.607392805,41.86120262,"3 - UTM10x10 + Elevation",790,"Onopordion castellani","Artemisietea vulgaris",0,"Papaveretea rhoeadis"
"39","Q-P10036",222,"",1053,"Scleranthion annui","V15","SW",4.5,12,NA,-6.594360057,41.84360189,"3 - UTM10x10 + Elevation",940,"Unknown",NA,0,"Papaveretea rhoeadis"
"40","Q-P10037",223,"",1054,"Scleranthion annui","V15","S",5,6,NA,-6.589350209,41.84015678,"3 - UTM10x10 + Elevation",920,"Unknown",NA,0,"Papaveretea rhoeadis"
"41","Q-P10038",224,"",1055,"Scleranthion annui","V15","",NA,8,NA,-6.570114655,41.88398082,"3 - UTM10x10 + Elevation",900,"Unknown",NA,0,"Papaveretea rhoeadis"
"42","Q-P10040",225,"",1056,"Scleranthion annui","V15","W",4.5,25,NA,-6.844864028,41.8841034,"3 - UTM10x10 + Elevation",900,"Unknown",NA,0,"Papaveretea rhoeadis"
"43","Q-P10041",226,"",1057,"Scleranthion annui","V15","",NA,30,NA,-7.163941607,41.93598928,"3 - UTM10x10 + Elevation",780,"Unknown",NA,0,"Papaveretea rhoeadis"
"44","Q-P10042",227,"",1058,"Scleranthion annui","V15","",NA,20,NA,-7.128977716,41.91744476,"3 - UTM10x10 + Elevation",780,"Unknown",NA,0,"Papaveretea rhoeadis"
"45","Q-P10043",228,"",1059,"Scleranthion annui","V15","",NA,4,NA,-7.159197525,41.90014462,"3 - UTM10x10 + Elevation",820,"Unknown",NA,0,"Papaveretea rhoeadis"
"46","Q-P10045",229,"",1060,"Scleranthion annui","V15","S",4.5,25,NA,-6.813546977,41.92476961,"3 - UTM10x10 + Elevation",1030,"Unknown",NA,0,"Papaveretea rhoeadis"
"47","Q-P10046",230,"",1061,"Scleranthion annui","V15","",NA,20,NA,-6.602866544,41.82352414,"3 - UTM10x10 + Elevation",880,"Unknown",NA,0,"Papaveretea rhoeadis"
"48","Q-P10047",231,"",1062,"Scleranthion annui","V15","SW",4.5,16,NA,-6.596850701,41.80210099,"3 - UTM10x10 + Elevation",750,"Unknown",NA,0,"Papaveretea rhoeadis"
"49","Q-P10048",232,"",1063,"Scleranthion annui","V15","",NA,16,NA,-6.628056888,41.88576452,"3 - UTM10x10 + Elevation",680,"Unknown",NA,0,"Papaveretea rhoeadis"
"50","Q-P10049",233,"",1064,"Scleranthion annui","V15","",NA,25,NA,-7.0318689,41.86867586,"3 - UTM10x10 + Elevation",760,"Unknown",NA,0,"Papaveretea rhoeadis"
"51","Q-P10050",234,"",1065,"Scleranthion annui","V15","",NA,25,NA,-6.956713676,41.78304936,"3 - UTM10x10 + Elevation",880,"Unknown",NA,0,"Papaveretea rhoeadis"
"52","Q-P10051",235,"",1066,"Scleranthion annui","V15","",NA,20,NA,-6.962255002,41.75584432,"3 - UTM10x10 + Elevation",850,"Unknown",NA,0,"Papaveretea rhoeadis"
"53","Q-P10052",236,"",1067,"Scleranthion annui","V15","W",4.5,25,NA,-6.951235016,41.88949185,"3 - UTM10x10 + Elevation",790,"Unknown",NA,0,"Papaveretea rhoeadis"
"54","Q-P10053",237,"",1068,"Scleranthion annui","V15","",NA,15,NA,-7.067007472,41.89084622,"3 - UTM10x10 + Elevation",860,"Unknown",NA,0,"Papaveretea rhoeadis"
"55","Q-P10054",238,"Catapodietum patentis",1069,"Scleranthion annui","V15","NNE",9,16,"2000",-6.597757147,41.81828152,"3 - UTM10x10 + Elevation",830,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"56","Q-P10055",239,"Catapodietum patentis",1070,"Scleranthion annui","V15","SE",4.5,9,"2000",-7.059109571,41.88032087,"3 - UTM10x10 + Elevation",840,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"57","Q-P10060",240,"Comunidad de Chrysanthemum segetum y Lolium rigidum",1071,"Scleranthion annui","V15","W",4.5,12,"2000",-6.635274238,41.88553598,"3 - UTM10x10 + Elevation",640,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"58","Q-P10061",241,"Comunidad de Chrysanthemum segetum y Lolium rigidum",1072,"Scleranthion annui","V15","",NA,10,"2000",-6.76432699,41.86696504,"3 - UTM10x10 + Elevation",630,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"59","Q-P10062",242,"Miboro minimae-Arabidopsietum thalianae",1073,"Oxalidion europaeae","V15","",NA,4,"2000",-6.592963053,41.86165553,"3 - UTM10x10 + Elevation",840,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"60","Q-P10064",243,"Miboro minimae-Arabidopsietum thalianae",1074,"Oxalidion europaeae","V15","NW",13.5,4,"2000",-6.724490367,41.88627521,"3 - UTM10x10 + Elevation",650,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"61","Q-P10065",244,"Miboro minimae-Arabidopsietum thalianae",1075,"Oxalidion europaeae","V15","S",13.5,1,"2000",-6.736518026,41.88588395,"3 - UTM10x10 + Elevation",630,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"62","Q-P10066",245,"Miboro minimae-Arabidopsietum thalianae",1076,"Oxalidion europaeae","V15","",NA,3,"2000",-6.684422129,41.90197718,"3 - UTM10x10 + Elevation",680,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"63","Q-P10067",246,"Miboro minimae-Arabidopsietum thalianae",1077,"Oxalidion europaeae","V15","SE",45,10,"2000",-6.939459901,41.9331186,"3 - UTM10x10 + Elevation",780,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"64","Q-P10068",247,"Miboro minimae-Arabidopsietum thalianae",1078,"Oxalidion europaeae","V15","",NA,6,"2000",-7.182540579,41.88849023,"3 - UTM10x10 + Elevation",700,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"65","Q-P10069",248,"Miboro minimae-Arabidopsietum thalianae",1079,"Oxalidion europaeae","V15","ESE",4.5,4,"2000",-6.639224308,41.82777945,"3 - UTM10x10 + Elevation",830,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"66","Q-P10070",249,"Miboro minimae-Arabidopsietum thalianae",1080,"Scleranthion annui","V15","E",9,4,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",560,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"67","Q-P10071",250,"Comunidad de Echinochloa crus-galli y Setaria Verticillata",1081,"Spergulo arvensis-Erodion cicutariae","V15","",NA,16,"2000",-6.724490367,41.88627521,"3 - UTM10x10 + Elevation",640,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"68","Q-P10072",251,"Comunidad de Echinochloa crus-galli y Setaria Verticillata",1082,"Spergulo arvensis-Erodion cicutariae","V","",NA,12,"2000",-6.727942574,41.90417254,"3 - UTM10x10 + Elevation",670,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"69","Q-P10073",252,"Comunidad de Echinochloa crus-galli y Setaria Verticillata",1083,"Spergulo arvensis-Erodion cicutariae","V15","",NA,20,"2000",-6.630258874,41.88209289,"3 - UTM10x10 + Elevation",660,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"70","Q-P10075",254,"Comunidad de Echinochloa crus-galli y Setaria Verticillata",1085,"Spergulo arvensis-Erodion cicutariae","V37","",NA,4,"2000",-6.963473393,41.77561233,"3 - UTM10x10 + Elevation",760,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"71","Q-P10077",255,"Comunidad de Echinochloa crus-galli y Setaria Verticillata",1086,"Spergulo arvensis-Erodion cicutariae","V15","",NA,20,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",530,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"72","Q-P10078",256,"Comunidad de Echinochloa crus-galli y Setaria Verticillata",1087,"Spergulo arvensis-Erodion cicutariae","V15","",NA,4,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",540,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"73","Q-P10081",257,"Comunidad de Lamium amplexicaule y Stellaria media",1088,"Oxalidion europaeae","V15","",NA,4,"2000",-6.727942574,41.90417254,"3 - UTM10x10 + Elevation",660,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"74","Q-P10082",258,"Comunidad de Lamium amplexicaule y Stellaria media",1089,"Oxalidion europaeae","V","",NA,2,"2000",-6.800658553,41.91079012,"3 - UTM10x10 + Elevation",1000,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"75","Q-P10083",259,"Comunidad de Lamium amplexicaule y Stellaria media",1090,"Oxalidion europaeae","V15","",NA,2,"2000",-6.761711225,41.86344897,"3 - UTM10x10 + Elevation",630,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"76","Q-P10084",260,"Comunidad de Lamium amplexicaule y Stellaria media",1091,"Oxalidion europaeae","V","",NA,6,"2000",-6.731706991,41.88604061,"3 - UTM10x10 + Elevation",650,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"77","Q-P10085",261,"Comunidad de Lamium amplexicaule y Stellaria media",1092,"Oxalidion europaeae","V15","",NA,4,"2000",-6.632890883,41.80096541,"3 - UTM10x10 + Elevation",870,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"78","Q-P10086",262,"Comunidad de Lamium amplexicaule y Stellaria media",1093,"Oxalidion europaeae","V15","",NA,4,"2000",-7.07582557,41.87792696,"3 - UTM10x10 + Elevation",700,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"79","Q-P10087",263,"Comunidad de Lamium amplexicaule y Stellaria media",1094,"Oxalidion europaeae","V","",NA,4,"2000",-6.899963984,41.72015921,"3 - UTM10x10 + Elevation",900,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"80","Q-P10088",264,"Comunidad de Lamium amplexicaule y Stellaria media",1095,"Oxalidion europaeae","V15","",NA,4,"2000",-6.614058215,41.93663371,"1 - UTM1x1 + Elevation",750,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"81","Q-P13511",326,"Allio triquetri-Urticetum membranaceae",1098,"Oxalidion europaeae","V32","",NA,NA,"2003",-8.560248488,41.2393617,"3 - UTM10x10 + Elevation",100,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Papaveretea rhoeadis"
"82","Q-P13517",332,"Allio triquetri-Urticetum membranaceae",1099,"Oxalidion europaeae","V32","",NA,NA,"2003",-8.579791927,41.21680786,"3 - UTM10x10 + Elevation",70,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Papaveretea rhoeadis"
"83","Q-P13519",334,"Allio triquetri-Urticetum membranaceae",1100,"Oxalidion europaeae","V32","",NA,NA,"2003",-8.860919048,41.84912089,"3 - UTM10x10 + Elevation",5,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Papaveretea rhoeadis"
"84","Q-P14836",346,"Associació-Desconeguda",1103,"Oxalidion europaeae","V32","",NA,80,"1994",-7.588419647,43.02898735,"4 - UTM10x10 + Centroid",453,"Unknown",NA,0,"Papaveretea rhoeadis"
"85","Q-P14973",347,"Linario amethysteae-Calenduletum arvensis",1104,"Oxalidion europaeae","V15","SE",NA,15,"1982",-7.697423813,42.56180448,"3 - UTM10x10 + Elevation",390,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"86","Q-P14974",348,"Linario amethysteae-Calenduletum arvensis",1105,"Oxalidion europaeae","V15","NW",NA,20,"1982",-7.673543129,42.56818508,"3 - UTM10x10 + Elevation",380,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"87","Q-P14975",349,"Linario amethysteae-Calenduletum arvensis",1106,"Oxalidion europaeae","V15","E",NA,40,"1982",-7.720513206,42.60947055,"3 - UTM10x10 + Elevation",340,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"88","Q-P14976",350,"Linario amethysteae-Calenduletum arvensis",1107,"Oxalidion europaeae","V15","",NA,20,"1982",-7.706338961,42.61545689,"3 - UTM10x10 + Elevation",370,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"89","Q-P14977",351,"Linario amethysteae-Calenduletum arvensis",1108,"Oxalidion europaeae","V15","SW",NA,15,"1982",-7.697828016,42.53477826,"3 - UTM10x10 + Elevation",380,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"90","Q-P14978",352,"Linario amethysteae-Calenduletum arvensis",1109,"Oxalidion europaeae","V15","",NA,20,"1982",-7.705778309,42.44621971,"3 - UTM10x10 + Elevation",140,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"91","Q-P14979",353,"Linario amethysteae-Calenduletum arvensis",1110,"Oxalidion europaeae","V15","S",NA,30,"1982",-7.712649168,42.4729465,"3 - UTM10x10 + Elevation",235,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"92","Q-P14980",354,"Linario amethysteae-Calenduletum arvensis",1111,"Oxalidion europaeae","V15","",NA,25,"1982",-7.003685824,42.41712082,"3 - UTM10x10 + Elevation",300,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"93","Q-P14981",355,"Linario amethysteae-Calenduletum arvensis",1112,"Oxalidion europaeae","V15","E",NA,20,"1982",-8.138331873,42.38438722,"3 - UTM10x10 + Elevation",210,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"94","Q-P14982",356,"Linario amethysteae-Calenduletum arvensis",1113,"Oxalidion europaeae","V32","",NA,10,"1982",-7.964200947,42.42448997,"3 - UTM10x10 + Elevation",290,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"95","Q-P14983",357,"Linario amethysteae-Calenduletum arvensis",1114,"Oxalidion europaeae","V15","",NA,80,"1982",-7.235944714,42.48391415,"4 - UTM10x10 + Centroid",547,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"96","Q-P14984",358,"Linario amethysteae-Calenduletum arvensis",1115,"Oxalidion europaeae","V15","",NA,30,"1982",-7.235944714,42.48391415,"4 - UTM10x10 + Centroid",547,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"97","Q-P14985",359,"Linario amethysteae-Calenduletum arvensis",1116,"Oxalidion europaeae","V15","",NA,25,"1982",-6.873981065,42.38751452,"4 - UTM10x10 + Centroid",663,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"98","Q-P14986",360,"Linario amethysteae-Calenduletum arvensis",1117,"Oxalidion europaeae","V15","",NA,40,"1982",-7.492084004,41.94706717,"4 - UTM10x10 + Centroid",515,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"99","Q-P14987",361,"Linario amethysteae-Calenduletum arvensis",1118,"Oxalidion europaeae","V32","E",NA,40,"1982",-8.003649301,42.37055361,"3 - UTM10x10 + Elevation",230,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"100","Q-P14988",362,"Linario amethysteae-Calenduletum arvensis",1119,"Oxalidion europaeae","V15","NE",NA,30,"1982",-7.85573292,42.31030624,"3 - UTM10x10 + Elevation",130,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"101","Q-P14989",363,"Linario amethysteae-Calenduletum arvensis",1120,"Oxalidion europaeae","V15","NE",NA,20,"1982",-7.839421323,42.35061128,"3 - UTM10x10 + Elevation",130,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"102","Q-P14990",364,"Linario amethysteae-Calenduletum arvensis",1121,"Oxalidion europaeae","V15","NE",NA,40,"1982",-7.891862858,42.30696634,"3 - UTM10x10 + Elevation",230,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"103","Q-P14991",365,"Linario amethysteae-Calenduletum arvensis",1122,"Oxalidion europaeae","V15","",NA,60,"1982",-7.443074562,41.96152318,"3 - UTM10x10 + Elevation",400,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"104","Q-P14992",366,"Linario amethysteae-Calenduletum arvensis",1123,"Oxalidion europaeae","V15","",NA,15,"1982",-7.430913896,41.85574815,"3 - UTM10x10 + Elevation",400,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"105","Q-P14993",367,"Linario amethysteae-Calenduletum arvensis",1124,"Oxalidion europaeae","V15","",NA,20,"1982",-7.428593106,41.89185351,"3 - UTM10x10 + Elevation",400,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"106","Q-P14995",368,"Linario amethysteae-Calenduletum arvensis",1125,"Oxalidion europaeae","V15","E",NA,25,"1982",-7.246860191,42.45517451,"3 - UTM10x10 + Elevation",240,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"107","Q-P14996",369,"Linario amethysteae-Calenduletum arvensis",1126,"Oxalidion europaeae","V15","E",NA,15,"1982",-7.219331678,42.44358772,"3 - UTM10x10 + Elevation",240,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"108","Q-P14997",370,"Linario amethysteae-Calenduletum arvensis",1127,"Oxalidion europaeae","V15","",NA,20,"1982",-7.140588407,42.39244102,"3 - UTM10x10 + Elevation",390,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
