"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"16","Q-P02792",74,"Cymbalario-Trachelietum caerulei",2164,"Galio valantiae-Parietarion judaicae","?","",NA,50,"1969",-8.693960952,42.8571451,"4 - UTM10x10 + Centroid",202,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"17","Q-P02793",75,"Cymbalario-Trachelietum caerulei",2165,"Galio valantiae-Parietarion judaicae","?","",NA,50,"1969",-8.693960952,42.8571451,"4 - UTM10x10 + Centroid",202,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"18","Q-P02794",76,"Cymbalario-Trachelietum caerulei",2166,"Galio valantiae-Parietarion judaicae","?","",NA,100,"1969",-8.693537785,42.9471732,"4 - UTM10x10 + Centroid",275,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"19","Q-P07031",77,"Parietarietum judaicae",2167,"Galio valantiae-Parietarion judaicae","?","",NA,10,"1985",-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"20","Q-P07039",78,"Parietarietum judaicae",2168,"Galio valantiae-Parietarion judaicae","?","",NA,10,"1985",-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"21","Q-P09918",175,"Cymbalarietum muralis",2170,"Cymbalario-Asplenion","?","W",90,3,"2000",-6.902707464,41.96319006,"3 - UTM10x10 + Elevation",800,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"22","Q-P09919",176,"Cymbalarietum muralis",2171,"Cymbalario-Asplenion","?","NW",90,2,"2000",-7.068164578,41.83317711,"3 - UTM10x10 + Elevation",830,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"23","Q-P09921",178,"Parietarietum judaicae",2173,"Galio valantiae-Parietarion judaicae","V","S",90,1,"2000",-6.860724682,41.86736218,"3 - UTM10x10 + Elevation",850,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"24","R-P15101",411,"Parietarietum judaicae",2184,"Galio valantiae-Parietarion judaicae","?","",NA,15,"1983",-2.417635987,43.12139835,"1 - UTM1x1 + Elevation",150,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"25","R-P15102",412,"Parietarietum judaicae",2185,"Galio valantiae-Parietarion judaicae","?","",NA,40,"1983",-2.402359147,43.17534852,"2 - UTM1x1 + Centroid",120,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"26","R-P15103",413,"Parietarietum judaicae",2186,"Galio valantiae-Parietarion judaicae","?","",NA,30,"1983",-2.401567201,43.25638684,"2 - UTM1x1 + Centroid",80,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"27","R-P15104",414,"Parietarietum judaicae",2187,"Galio valantiae-Parietarion judaicae","?","",NA,40,"1983",-2.417601822,43.12500012,"1 - UTM1x1 + Elevation",150,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"28","R-P15105",415,"Parietarietum judaicae",2188,"Galio valantiae-Parietarion judaicae","?","",NA,10,"1983",-2.306396608,43.17480699,"1 - UTM1x1 + Elevation",150,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"29","R-P15106",416,"Parietarietum judaicae",2189,"Galio valantiae-Parietarion judaicae","?","",NA,60,"1983",-2.417635987,43.12139835,"1 - UTM1x1 + Elevation",150,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"30","R-P15107",417,"Parietarietum judaicae",2190,"Galio valantiae-Parietarion judaicae","?","",NA,6,"1983",-2.417618905,43.12319923,"1 - UTM1x1 + Elevation",160,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"31","R-P15108",418,"Parietarietum judaicae",2191,"Galio valantiae-Parietarion judaicae","?","",NA,40,"1983",-2.409306852,43.22040833,"1 - UTM1x1 + Elevation",100,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"32","R-P15109",419,"Parietarietum judaicae",2192,"Galio valantiae-Parietarion judaicae","?","",NA,10,"1983",-2.364084359,43.30661043,"1 - UTM1x1 + Elevation",20,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"33","R-P15110",420,"Parietarietum judaicae",2193,"Galio valantiae-Parietarion judaicae","?","",NA,20,"1983",-2.388716189,43.31033991,"2 - UTM1x1 + Centroid",20,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"34","R-P15111",421,"Parietarietum judaicae",2194,"Galio valantiae-Parietarion judaicae","?","",NA,20,"1983",-2.388716189,43.31033991,"2 - UTM1x1 + Centroid",20,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"35","R-P15112",422,"Parietarietum judaicae",2195,"Cymbalario-Asplenion","?","",NA,10,"1983",-2.566073861,42.99058478,"1 - UTM1x1 + Elevation",400,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"36","R-P15113",423,"Parietarietum judaicae",2196,"Galio valantiae-Parietarion judaicae","?","",NA,35,"1983",-2.194038196,43.29833496,"1 - UTM1x1 + Elevation",10,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"37","R-P15115",424,"Centrantho-Hypericetum hircini",2197,"Galio valantiae-Parietarion judaicae","?","",NA,30,"1983",-2.259080326,43.22133494,"1 - UTM1x1 + Elevation",80,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"38","R-P15116",425,"Centrantho-Hypericetum hircini",2198,"Galio valantiae-Parietarion judaicae","Sa","",NA,30,"1983",-2.30881653,43.17842354,"1 - UTM1x1 + Elevation",170,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"39","R-P15117",426,"Centrantho-Hypericetum hircini",2199,"Galio valantiae-Parietarion judaicae","Sa","",NA,30,"1983",-2.234028067,43.25538766,"1 - UTM1x1 + Elevation",30,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"40","R-P15118",427,"Centrantho-Hypericetum hircini",2200,"Galio valantiae-Parietarion judaicae","?","",NA,20,"1983",-2.258883978,43.2375421,"1 - UTM1x1 + Elevation",50,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"41","R-P15119",428,"Cymbalario-Trachelietum caerulei",2201,"Galio valantiae-Parietarion judaicae","?","",NA,10,"1983",-2.415194685,43.11958492,"1 - UTM1x1 + Elevation",140,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"42","R-P15120",429,"Cymbalario-Trachelietum caerulei",2202,"Galio valantiae-Parietarion judaicae","?","",NA,15,"1983",-2.410295221,43.1177588,"1 - UTM1x1 + Elevation",150,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"43","R-P15121",430,"Cymbalario-Trachelietum caerulei",2203,"Galio valantiae-Parietarion judaicae","?","",NA,30,"1983",-2.417618905,43.12319923,"1 - UTM1x1 + Elevation",150,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"44","R-P15122",431,"Cymbalarietum muralis",2204,"Cymbalario-Asplenion","?","",NA,NA,"1983",-1.976755236,43.31640741,"1 - UTM1x1 + Elevation",10,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"45","R-P15123",432,"Cymbalarietum muralis",2205,"Cymbalario-Asplenion","?","",NA,NA,"1983",-1.979221273,43.31642945,"1 - UTM1x1 + Elevation",10,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"46","R-P15124",433,"Cymbalarietum muralis",2206,"Cymbalario-Asplenion","?","",NA,NA,"1983",-1.986649325,43.3146946,"1 - UTM1x1 + Elevation",10,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"47","R-P15125",434,"Cymbalarietum muralis",2207,"Cymbalario-Asplenion","?","",NA,NA,"1983",-2.412753528,43.11777144,"1 - UTM1x1 + Elevation",150,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"48","R-P22336",579,"Parietarietum judaicae",2208,"Cymbalario-Asplenion","H","N",90,2,"1999",-8.092434214,41.90568603,"1 - UTM1x1 + Elevation",390,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"49","R-P22337",580,"Parietarietum judaicae",2209,"Cymbalario-Asplenion","?","NW",90,2,"1999",-8.085371374,41.90780044,"1 - UTM1x1 + Elevation",370,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"50","R-P22339",582,"Parietarietum judaicae",2211,"Cymbalario-Asplenion","?","NW",90,3,"1999",-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",380,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"51","R-P22340",583,"Parietarietum judaicae",2212,"Cymbalario-Asplenion","?","SE",90,2,"1999",-8.101645234,41.93048438,"3 - UTM10x10 + Elevation",480,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"52","R-P23777",584,"Cymbalarietum muralis",2213,"Cymbalario-Asplenion","?","W",90,4,"1986",-6.855415177,42.37359619,"2 - UTM1x1 + Centroid",663,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"53","R-P24468",678,"Parietarietum judaicae",2214,"Galio valantiae-Parietarion judaicae","V","NW",100,8,"2012",-6.815273097,42.43616221,"1 - UTM1x1 + Elevation",376,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"54","R-P24472",682,"Parietarietum judaicae",2218,"Cymbalario-Asplenion","H32d","",100,4,"2012",-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",876,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"55","R-P24473",683,"Parietarietum judaicae",2219,"Cymbalario-Asplenion","H32d","SW",100,6,"2012",-6.700276782,42.4237297,"1 - UTM1x1 + Elevation",522,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"56","R-P24474",684,"Cymbalarietum muralis",2220,"Cymbalario-Asplenion","?","SW",100,4,"2012",-6.695318936,42.42208899,"1 - UTM1x1 + Elevation",477,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"57","S-P12040",901,"Oxali-Parietarietum diffusae",2221,"Galio valantiae-Parietarion judaicae","V","NE",100,20,"1975",-6.541250758,43.55784587,"3 - UTM10x10 + Elevation",5,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"58","S-P12041",902,"Oxali-Parietarietum diffusae",2222,"Galio valantiae-Parietarion judaicae","?","NE",100,15,"1975",-7.020773027,43.54556605,"3 - UTM10x10 + Elevation",30,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"59","S-P12042",903,"Oxali-Parietarietum diffusae",2223,"Galio valantiae-Parietarion judaicae","?","SW",100,15,"1975",-6.641078956,43.57091204,"3 - UTM10x10 + Elevation",5,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"60","S-P17950",1078,"Cymbalario-Trachelietum caerulei",2224,"Galio valantiae-Parietarion judaicae","?","",NA,10,"1982",-2.715385597,43.06489476,"1 - UTM1x1 + Elevation",600,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"61","S-P17951",1079,"Cymbalario-Trachelietum caerulei",2225,"Galio valantiae-Parietarion judaicae","H","",NA,10,"1982",-2.618965627,43.16546917,"1 - UTM1x1 + Elevation",150,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"62","S-P17952",1080,"Cymbalario-Trachelietum caerulei",2226,"Galio valantiae-Parietarion judaicae","H","",NA,8,"1982",-2.621437042,43.16367641,"1 - UTM1x1 + Elevation",150,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"63","S-P17953",1081,"Cymbalario-Trachelietum caerulei",2227,"Galio valantiae-Parietarion judaicae","H","",NA,10,"1982",-2.648375586,43.1853739,"1 - UTM1x1 + Elevation",150,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"64","S-P17954",1082,"Cymbalario-Trachelietum caerulei",2228,"Galio valantiae-Parietarion judaicae","H","",NA,6,"1982",-2.650846951,43.18358051,"1 - UTM1x1 + Elevation",150,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"65","S-P20227",1155,"Oxali-Parietarietum diffusae",2229,"Galio valantiae-Parietarion judaicae","H32d","S",NA,5,"1972",-8.835928453,42.28608529,"3 - UTM10x10 + Elevation",50,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"66","S-P20228",1156,"Oxali-Parietarietum diffusae",2230,"Galio valantiae-Parietarion judaicae","H32d","SW",NA,10,"1972",-8.810109025,42.32160787,"3 - UTM10x10 + Elevation",70,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"67","S-P20229",1157,"Oxali-Parietarietum diffusae",2231,"Galio valantiae-Parietarion judaicae","V","E",NA,10,"1972",-8.680480713,42.28311436,"3 - UTM10x10 + Elevation",10,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"68","S-P20230",1158,"Oxali-Parietarietum diffusae",2232,"Galio valantiae-Parietarion judaicae","V15","S",NA,10,"1972",-8.82620396,42.25957595,"3 - UTM10x10 + Elevation",50,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"69","T-P02582",1295,"Cymbalarietum muralis",2234,"Cymbalario-Asplenion","H32d","S",90,20,"1984",-6.212046888,42.47808839,"3 - UTM10x10 + Elevation",1000,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"70","T-P03088",1330,"Parietarietum judaicae",2235,"Galio valantiae-Parietarion judaicae","?","NW",NA,8,"1986",-3.084170257,43.31014811,"3 - UTM10x10 + Elevation",150,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"71","T-P03089",1331,"Parietarietum judaicae",2236,"Galio valantiae-Parietarion judaicae","?","W",NA,10,"1986",-3.168104395,43.3406711,"3 - UTM10x10 + Elevation",80,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"72","T-P03090",1332,"Parietarietum judaicae",2237,"Galio valantiae-Parietarion judaicae","?","E",NA,15,"1986",-3.074185202,43.21110356,"3 - UTM10x10 + Elevation",200,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"73","T-P03091",1333,"Parietarietum judaicae",2238,"Galio valantiae-Parietarion judaicae","H32d","NE",NA,11,"1986",-3.237205442,43.34415048,"3 - UTM10x10 + Elevation",100,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"74","T-P03092",1334,"Parietarietum judaicae",2239,"Galio valantiae-Parietarion judaicae","H32d","N",NA,9,"1986",-3.185398111,43.34784801,"3 - UTM10x10 + Elevation",250,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"75","T-P03093",1335,"Parietarietum judaicae",2240,"Galio valantiae-Parietarion judaicae","H32d","SW",NA,8,"1986",-3.136020104,43.33711194,"3 - UTM10x10 + Elevation",100,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"76","T-P03094",1336,"Centrantho-Hypericetum hircini",2241,"Galio valantiae-Parietarion judaicae","?","NE",NA,20,"1986",-3.155785803,43.34789218,"3 - UTM10x10 + Elevation",100,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"77","T-P03095",1337,"Centrantho-Hypericetum hircini",2242,"Galio valantiae-Parietarion judaicae","?","SW",NA,25,"1986",-3.096336311,43.20568419,"3 - UTM10x10 + Elevation",80,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"78","T-P03096",1338,"Centrantho-Hypericetum hircini",2243,"Galio valantiae-Parietarion judaicae","H32d","N",NA,30,"1986",-3.123414233,43.20385723,"3 - UTM10x10 + Elevation",100,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"79","T-P03097",1339,"Centrantho-Hypericetum hircini",2244,"Galio valantiae-Parietarion judaicae","?","NW",NA,30,"1986",-3.160384935,43.22001994,"3 - UTM10x10 + Elevation",150,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"80","T-P03098",1340,"Centrantho-Hypericetum hircini",2245,"Galio valantiae-Parietarion judaicae","H","N",NA,20,"1986",-3.017586094,43.31918232,"3 - UTM10x10 + Elevation",40,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"81","T-P03099",1341,"Centrantho-Hypericetum hircini",2246,"Galio valantiae-Parietarion judaicae","H","N",NA,25,"1986",-3.091566074,43.30834151,"3 - UTM10x10 + Elevation",80,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"82","T-P03100",1342,"Cymbalario-Trachelietum caerulei",2247,"Galio valantiae-Parietarion judaicae","?","",NA,5,"1986",-3.184041148,43.30731368,"4 - UTM10x10 + Centroid",268,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"83","T-P03101",1343,"Cymbalario-Trachelietum caerulei",2248,"Galio valantiae-Parietarion judaicae","?","",NA,4,"1986",-3.183770111,43.21726743,"4 - UTM10x10 + Centroid",316,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"84","T-P03102",1344,"Cymbalario-Trachelietum caerulei",2249,"Galio valantiae-Parietarion judaicae","?","",NA,6,"1986",-2.814679464,43.12721682,"4 - UTM10x10 + Centroid",303,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"85","T-P03103",1345,"Cymbalario-Trachelietum caerulei",2250,"Galio valantiae-Parietarion judaicae","H32d","",NA,5,"1986",-2.936228824,43.30657379,"4 - UTM10x10 + Centroid",58.5,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"86","T-P03104",1346,"Cymbalario-Trachelietum caerulei",2251,"Galio valantiae-Parietarion judaicae","H32d","",NA,5,"1986",-3.064475134,43.30297494,"4 - UTM10x10 + Centroid",127,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"87","T-P03105",1347,"Cymbalario-Trachelietum caerulei",2252,"Galio valantiae-Parietarion judaicae","H","",NA,6,"1986",-3.064475134,43.30297494,"4 - UTM10x10 + Centroid",127,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"88","T-P03106",1348,"Cymbalarietum muralis",2253,"Cymbalario-Asplenion","?","NW",NA,10,"1986",-3.15049052,43.20202387,"3 - UTM10x10 + Elevation",150,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"89","T-P03107",1349,"Cymbalarietum muralis",2254,"Cymbalario-Asplenion","?","N",NA,15,"1986",-3.128356882,43.21285656,"3 - UTM10x10 + Elevation",80,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"90","T-P03108",1350,"Cymbalarietum muralis",2255,"Galio valantiae-Parietarion judaicae","?","NW",NA,10,"1986",-3.089099974,43.30834345,"3 - UTM10x10 + Elevation",100,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"91","T-P03109",1351,"Cymbalarietum muralis",2256,"Cymbalario-Asplenion","?","",NA,10,"1986",-3.005250284,43.28316509,"3 - UTM10x10 + Elevation",50,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"92","T-P03110",1352,"Cymbalarietum muralis",2257,"Cymbalario-Asplenion","?","SE",NA,5,"1986",-3.103819977,43.26330785,"3 - UTM10x10 + Elevation",150,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
