"","SIVIMID","Sintaxon","Alliance","Class","EUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope","L1"
"59","R-P23999","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",200,1986,-6.995282441,42.38985921,"4 - UTM10x10 + Centroid",98,"",NA,"Scleranthion annui"
"60","R-P24001","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",100,1986,-6.995282441,42.38985921,"4 - UTM10x10 + Centroid",97,"S",10,"Scleranthion annui"
"61","R-P24005","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","R1R",50,1986,-6.752607733,42.38526237,"4 - UTM10x10 + Centroid",102,"",NA,"Scleranthion annui"
"62","R-P24006","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",80,1986,-6.752607733,42.38526237,"4 - UTM10x10 + Centroid",126,"",NA,"Scleranthion annui"
"63","R-P24007","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","R1R",60,1986,-6.752607733,42.38526237,"4 - UTM10x10 + Centroid",127,"SW",15,"Scleranthion annui"
"64","R-P24008","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",80,1986,-6.877098566,42.29744784,"4 - UTM10x10 + Centroid",121,"N",15,"Scleranthion annui"
"65","R-P24009","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",200,1986,-6.877098566,42.29744784,"4 - UTM10x10 + Centroid",104,"W",25,"Scleranthion annui"
"66","R-P24010","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",150,1986,-6.877098566,42.29744784,"4 - UTM10x10 + Centroid",104,"W",25,"Scleranthion annui"
"67","R-P24017","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","+",25,1986,-6.906233053,42.41328501,"3 - UTM10x10 + Elevation",350,"N",15,"Scleranthion annui"
"68","R-P24605","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono-Poetea annuae","H26c",1,2012,-6.8092218,42.41655453,"1 - UTM1x1 + Elevation",416,"S",5,"Polycarpion tetraphylli"
"69","R-P24606","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono-Poetea annuae","R1R",1,2012,-6.769658267,42.40525832,"1 - UTM1x1 + Elevation",742,"SW",10,"Polycarpion tetraphylli"
"70","R-P24608","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono-Poetea annuae","R1R",1,2012,-6.620773945,42.3938561,"1 - UTM1x1 + Elevation",1026,"S",3,"Polycarpion tetraphylli"
"71","R-P24609","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono-Poetea annuae","C35b",NA,2012,-6.76577691,42.4215937,"1 - UTM1x1 + Elevation",407,"",NA,"Polycarpion tetraphylli"
"72","R-P24611","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono-Poetea annuae","C35b",2,2012,-6.763566405,42.4252681,"1 - UTM1x1 + Elevation",430,"S",3,"Polycarpion tetraphylli"
"73","R-P24612","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono-Poetea annuae","C35b",1,2012,-6.763566405,42.4252681,"1 - UTM1x1 + Elevation",463,"S",3,"Polycarpion tetraphylli"
"74","R-P24616","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","R1R",3,2012,-6.489870938,42.31147718,"1 - UTM1x1 + Elevation",892,"N",3,"Scleranthion annui"
"75","R-P24617","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",10,2012,-6.640694864,42.40222875,"1 - UTM1x1 + Elevation",693,"NW",20,"Scleranthion annui"
"76","R-P24618","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","R1R",2,2012,-6.63362637,42.40605506,"1 - UTM1x1 + Elevation",699,"NW",20,"Scleranthion annui"
"77","R-P24619","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","R1R",15,2012,-6.587236569,42.27425173,"1 - UTM1x1 + Elevation",1003,"NE",5,"Scleranthion annui"
"78","S-P19640","Chenopodietalia albi","Scleranthion annui","Papaveretea rhoeadis","V15",100,1972,-8.097725607,43.10641983,"3 - UTM10x10 + Elevation",470,"",NA,"Scleranthion annui"
"79","S-P19641","Chenopodietalia albi","Scleranthion annui","Papaveretea rhoeadis","V15",100,1972,-8.090827989,43.11212926,"3 - UTM10x10 + Elevation",490,"",NA,"Scleranthion annui"
"80","S-P19642","Chenopodietalia albi","Scleranthion annui","Papaveretea rhoeadis","V15",100,1972,-8.02314755,43.12593125,"3 - UTM10x10 + Elevation",490,"",NA,"Scleranthion annui"
"81","S-P21313","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R",100,1990,-7,43,"5 - UTMs missing from DEM",NA,"",NA,"Linario polygalifoliae-Vulpion alopecuri"
"82","S-P21314","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","N15!",50,1990,-7,43,"5 - UTMs missing from DEM",NA,"",NA,"Linario polygalifoliae-Vulpion alopecuri"
"83","S-P21315","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R",60,1990,-7,43,"5 - UTMs missing from DEM",NA,"",NA,"Linario polygalifoliae-Vulpion alopecuri"
"84","S-P21316","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","N15!",150,1990,-7,43,"5 - UTMs missing from DEM",NA,"",NA,"Linario polygalifoliae-Vulpion alopecuri"
"85","S-P21317","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","N15!",100,1990,-7,43,"5 - UTMs missing from DEM",NA,"",NA,"Linario polygalifoliae-Vulpion alopecuri"
"86","T-P02590","Spergulario-Arnoseretum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",30,1984,-6.32531531,42.41182245,"3 - UTM10x10 + Elevation",1220,"SE",9,"Scleranthion annui"
"87","T-P03468","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1989,-7,43,"5 - UTMs missing from DEM",830,"",NA,"Scleranthion annui"
"88","T-P03469","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1989,-6.517054166,42.20037363,"4 - UTM10x10 + Centroid",760,"",NA,"Scleranthion annui"
"89","T-P03470","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1989,-6.449399262,42.05884169,"4 - UTM10x10 + Centroid",800,"",NA,"Scleranthion annui"
"90","T-P03471","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1989,-6.630956118,41.97932291,"3 - UTM10x10 + Elevation",850,"",NA,"Scleranthion annui"
"91","T-P03472","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1989,-6.721037279,41.99264297,"3 - UTM10x10 + Elevation",890,"",NA,"Scleranthion annui"
"92","T-P03473","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1989,-6.449399262,42.05884169,"4 - UTM10x10 + Centroid",760,"",NA,"Scleranthion annui"
"93","T-P03479","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1989,-6.286927646,42.56060595,"3 - UTM10x10 + Elevation",1160,"",NA,"Scleranthion annui"
"94","T-P03480","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1989,-6.391625954,42.64939611,"3 - UTM10x10 + Elevation",720,"",NA,"Scleranthion annui"
"95","T-P03482","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1989,-6.579063781,42.5572459,"3 - UTM10x10 + Elevation",610,"",NA,"Scleranthion annui"
"96","T-P03492","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1989,-5.406264651,42.84544537,"3 - UTM10x10 + Elevation",1000,"",NA,"Scleranthion annui"
"97","T-P03503","Cnico benedicti-Papaveretum argemones","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1989,-5.944573422,42.63655899,"3 - UTM10x10 + Elevation",960,"",NA,"Scleranthion annui"
"98","T-P03512","Cnico benedicti-Papaveretum argemones","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1989,-6.51046248,42.59358715,"3 - UTM10x10 + Elevation",600,"",NA,"Scleranthion annui"
"99","T-P03533","Cnico benedicti-Papaveretum argemones","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1989,-5.336090445,42.86670987,"3 - UTM10x10 + Elevation",980,"",NA,"Scleranthion annui"
"100","T-P05140","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono-Poetea annuae","R",1,1995,-3.407945866,43.41570476,"1 - UTM1x1 + Elevation",4,"",NA,"Linario polygalifoliae-Vulpion alopecuri"
"101","T-P12050","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1988,-6.205383665,42.63315379,"3 - UTM10x10 + Elevation",1070,"",NA,"Scleranthion annui"
"102","T-P12087","Spergulario-Arnoseretum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",100,1988,-6.612293157,42.62643471,"3 - UTM10x10 + Elevation",620,"",NA,"Scleranthion annui"
"103","T-P12088","Spergulario-Arnoseretum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",50,1988,-6.626525465,42.70342003,"3 - UTM10x10 + Elevation",830,"",NA,"Scleranthion annui"
"104","T-P12090","Spergulario-Arnoseretum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",100,1988,-6.125389091,42.49669509,"3 - UTM10x10 + Elevation",960,"",NA,"Scleranthion annui"
"105","T-P12092","Spergulario-Arnoseretum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",150,1988,-6.332840023,42.1864851,"3 - UTM10x10 + Elevation",1150,"",NA,"Scleranthion annui"
"106","T-P12093","Spergulario-Arnoseretum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",120,1988,-6.25247205,42.22481396,"3 - UTM10x10 + Elevation",970,"",NA,"Scleranthion annui"
"107","T-P12095","Spergulario-Arnoseretum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",100,1988,-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",910,"",NA,"Scleranthion annui"
"108","T-P12096","Spergulario-Arnoseretum minimae","Scleranthion annui","Papaveretea rhoeadis","R1R",50,1988,-5.774226342,42.7002455,"3 - UTM10x10 + Elevation",1120,"",NA,"Scleranthion annui"
"109","T-P12097","Spergulario-Arnoseretum minimae","Scleranthion annui","Papaveretea rhoeadis","V15",50,1988,-5.748270154,42.72068205,"3 - UTM10x10 + Elevation",1170,"",NA,"Scleranthion annui"
"110","T-P12098","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",100,1988,-6.708827691,42.81423125,"3 - UTM10x10 + Elevation",860,"",NA,"Scleranthion annui"
"111","T-P12099","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",100,1988,-6.730196674,42.84414942,"3 - UTM10x10 + Elevation",980,"",NA,"Scleranthion annui"
"112","T-P12100","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",100,1988,-6.68302659,42.79165488,"3 - UTM10x10 + Elevation",950,"",NA,"Scleranthion annui"
"113","T-P12101","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",20,1988,-6.921664848,43.31492976,"3 - UTM10x10 + Elevation",670,"",NA,"Scleranthion annui"
"114","T-P12102","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",20,1988,-6.980480903,43.30929352,"3 - UTM10x10 + Elevation",680,"",NA,"Scleranthion annui"
"115","T-P12103","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",10,1988,-6.832348725,43.22792752,"3 - UTM10x10 + Elevation",660,"",NA,"Scleranthion annui"
"116","T-P15248","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono-Poetea annuae","R",1,1988,-1.946976419,43.2963547,"4 - UTM10x10 + Centroid",66,"",NA,"Linario polygalifoliae-Vulpion alopecuri"
"117","T-P15251","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono-Poetea annuae","R",1,1988,-3.222548315,43.36756967,"4 - UTM10x10 + Centroid",52,"",NA,"Linario polygalifoliae-Vulpion alopecuri"
"118","T-P15252","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono-Poetea annuae","R",1,1988,-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"",NA,"Linario polygalifoliae-Vulpion alopecuri"
"119","T-P15258","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono-Poetea annuae","R",1,1988,-5.046636726,43.44615064,"4 - UTM10x10 + Centroid",57,"",NA,"Linario polygalifoliae-Vulpion alopecuri"
"120","T-P15261","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono-Poetea annuae","V35",1,1988,-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122,"",NA,"Polycarpion tetraphylli"
"121","T-P15267","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono-Poetea annuae","V34",1,1988,-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122,"",NA,"Polycarpion tetraphylli"
"122","T-P15408","Miboro minimae-Arabidopsietum thalianae","Scleranthion annui","Papaveretea rhoeadis","V15",80,1986,-5.359937067,42.85001204,"3 - UTM10x10 + Elevation",980,"",NA,"Scleranthion annui"
