"","SIVIMID","Original","Area","Year","Longitude","Latitude","Accuracy","Elevation","Alliance","Order","Class","L1"
"41","Q-P14980","Linario amethysteae-Calenduletum arvensis",25,1982,-7.003685824,42.41712082,"3 - UTM10x10 + Elevation",300,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"42","Q-P14981","Linario amethysteae-Calenduletum arvensis",20,1982,-8.138331873,42.38438722,"3 - UTM10x10 + Elevation",210,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"43","Q-P14982","Linario amethysteae-Calenduletum arvensis",10,1982,-7.964200947,42.42448997,"3 - UTM10x10 + Elevation",290,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"44","Q-P14983","Linario amethysteae-Calenduletum arvensis",80,1982,-7.235944714,42.48391415,"4 - UTM10x10 + Centroid",547,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"45","Q-P14984","Linario amethysteae-Calenduletum arvensis",30,1982,-7.235944714,42.48391415,"4 - UTM10x10 + Centroid",547,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"46","Q-P14985","Linario amethysteae-Calenduletum arvensis",25,1982,-6.873981065,42.38751452,"4 - UTM10x10 + Centroid",663,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"47","Q-P14986","Linario amethysteae-Calenduletum arvensis",40,1982,-7.492084004,41.94706717,"4 - UTM10x10 + Centroid",515,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"48","Q-P14987","Linario amethysteae-Calenduletum arvensis",40,1982,-8.003649301,42.37055361,"3 - UTM10x10 + Elevation",230,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"49","Q-P14988","Linario amethysteae-Calenduletum arvensis",30,1982,-7.85573292,42.31030624,"3 - UTM10x10 + Elevation",130,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"50","Q-P14989","Linario amethysteae-Calenduletum arvensis",20,1982,-7.839421323,42.35061128,"3 - UTM10x10 + Elevation",130,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"51","Q-P14990","Linario amethysteae-Calenduletum arvensis",40,1982,-7.891862858,42.30696634,"3 - UTM10x10 + Elevation",230,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"52","Q-P14991","Linario amethysteae-Calenduletum arvensis",60,1982,-7.443074562,41.96152318,"3 - UTM10x10 + Elevation",400,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"53","Q-P14992","Linario amethysteae-Calenduletum arvensis",15,1982,-7.430913896,41.85574815,"3 - UTM10x10 + Elevation",400,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"54","Q-P14993","Linario amethysteae-Calenduletum arvensis",20,1982,-7.428593106,41.89185351,"3 - UTM10x10 + Elevation",400,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"55","Q-P14995","Linario amethysteae-Calenduletum arvensis",25,1982,-7.246860191,42.45517451,"3 - UTM10x10 + Elevation",240,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"56","Q-P14996","Linario amethysteae-Calenduletum arvensis",15,1982,-7.219331678,42.44358772,"3 - UTM10x10 + Elevation",240,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"57","Q-P14997","Linario amethysteae-Calenduletum arvensis",20,1982,-7.140588407,42.39244102,"3 - UTM10x10 + Elevation",390,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"58","Q-P14998","Linario amethysteae-Calenduletum arvensis",NA,1982,-7.099971775,42.40290722,"3 - UTM10x10 + Elevation",400,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"59","Q-P14999","Linario amethysteae-Calenduletum arvensis",NA,1982,-7.276212213,42.45768271,"3 - UTM10x10 + Elevation",320,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"60","Q-P15000","Linario amethysteae-Calenduletum arvensis",NA,1982,-7.095006513,42.4012842,"3 - UTM10x10 + Elevation",360,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"61","R-P21296","Linario eleganti-Anthoxanthetum aristati",40,1995,-7.434860876,42.50026169,"1 - UTM1x1 + Elevation",480,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"62","R-P21297","Linario eleganti-Anthoxanthetum aristati",50,1995,-7.273300749,42.62886084,"1 - UTM1x1 + Elevation",900,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"63","R-P21298","Linario eleganti-Anthoxanthetum aristati",40,1995,-7.273824138,42.67205843,"1 - UTM1x1 + Elevation",1000,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"64","R-P21299","Linario eleganti-Anthoxanthetum aristati",30,1995,-7.442382618,42.64042379,"1 - UTM1x1 + Elevation",440,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"65","R-P21300","Linario eleganti-Anthoxanthetum aristati",30,1995,-7.526242786,42.55250296,"1 - UTM1x1 + Elevation",360,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"66","R-P21301","Linario eleganti-Anthoxanthetum aristati",50,1995,-7.521570042,42.48786327,"1 - UTM1x1 + Elevation",320,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"67","R-P21302","Linario eleganti-Anthoxanthetum aristati",70,1995,-7.461822219,42.57124082,"1 - UTM1x1 + Elevation",380,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"68","R-P21303","Linario eleganti-Anthoxanthetum aristati",50,1995,-7.558860206,42.56561259,"1 - UTM1x1 + Elevation",370,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"69","R-P21304","Linario eleganti-Anthoxanthetum aristati",40,1995,-7.500562743,42.56792197,"1 - UTM1x1 + Elevation",410,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"70","R-P21305","Linario eleganti-Anthoxanthetum aristati",50,1995,-7.595267542,42.49753063,"1 - UTM1x1 + Elevation",300,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"71","R-P21306","Linario eleganti-Anthoxanthetum aristati",15,1995,-7.375360467,42.58898722,"1 - UTM1x1 + Elevation",500,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"72","R-P22254","Linario eleganti-Anthoxanthetum aristati",60,1999,-8.061560413,42.03309657,"1 - UTM1x1 + Elevation",1000,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"73","R-P22255","Chrysantemo segeti-Raphanetum raphanistri",80,1999,-8.11606147,41.92984124,"1 - UTM1x1 + Elevation",500,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"74","R-P22256","Chrysantemo segeti-Raphanetum raphanistri",40,1999,-8.064703041,41.9663355,"2 - UTM1x1 + Centroid",480,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"75","R-P22257","Chrysantemo segeti-Raphanetum raphanistri",60,1999,-8.10724013,41.87981846,"1 - UTM1x1 + Elevation",380,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"76","R-P22258","Chrysantemo segeti-Raphanetum raphanistri",30,1999,-8.0894349,41.86800681,"2 - UTM1x1 + Centroid",410,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"77","R-P22259","Chrysantemo segeti-Raphanetum raphanistri",30,1999,-8.0894349,41.86800681,"2 - UTM1x1 + Centroid",412,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"78","R-P22260","Chrysantemo segeti-Raphanetum raphanistri",40,1999,-8.099465518,41.87296248,"3 - UTM10x10 + Elevation",425,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"79","R-P22261","Chrysantemo segeti-Raphanetum raphanistri",50,1999,-8.005130567,41.86653533,"2 - UTM1x1 + Centroid",400,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"80","R-P22262","Chrysantemo segeti-Raphanetum raphanistri",50,1999,-8.005130567,41.86653533,"2 - UTM1x1 + Centroid",395,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"81","R-P22263","Chrysantemo segeti-Raphanetum raphanistri",50,1999,-8.51023593,41.85933625,"3 - UTM10x10 + Elevation",700,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"82","R-P22264","Chrysantemo segeti-Raphanetum raphanistri",70,1999,-8.085228607,41.90600619,"1 - UTM1x1 + Elevation",350,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"83","R-P22265","Chrysantemo segeti-Raphanetum raphanistri",100,1999,-8.085371374,41.90780044,"1 - UTM1x1 + Elevation",350,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"84","R-P22266","Chrysantemo segeti-Raphanetum raphanistri",50,1999,-8.084514966,41.89703488,"1 - UTM1x1 + Elevation",420,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"85","R-P22268","Chrysantemo segeti-Raphanetum raphanistri",60,1999,-8.062346234,41.9214247,"1 - UTM1x1 + Elevation",450,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"86","R-P22269","Chrysantemo segeti-Raphanetum raphanistri",80,1999,-8.062488437,41.92321902,"1 - UTM1x1 + Elevation",450,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"87","R-P22270","Chrysantemo segeti-Raphanetum raphanistri",40,1999,-8.010201192,41.90211028,"1 - UTM1x1 + Elevation",850,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"88","R-P22271","Chrysantemo segeti-Raphanetum raphanistri",50,1999,-7.973276132,41.95413704,"1 - UTM1x1 + Elevation",630,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"89","R-P22272","Chrysantemo segeti-Raphanetum raphanistri",100,1999,-8.033090552,41.91731228,"3 - UTM10x10 + Elevation",665,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"90","R-P22273","Chrysantemo segeti-Raphanetum raphanistri",50,1999,-7.921455893,41.90775824,"1 - UTM1x1 + Elevation",880,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"91","R-P22274","Lamio amplexicaulis-Veronicetum hederifoliae",40,1999,-7.926537639,41.91114109,"1 - UTM1x1 + Elevation",860,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"92","R-P23966","Oxalidi latifoliae-Veronicetum persicae",15,1986,-6.701848045,42.36785213,"3 - UTM10x10 + Elevation",1260,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"93","R-P23967","Oxalidi latifoliae-Veronicetum persicae",40,1986,-6.789903594,42.33795834,"3 - UTM10x10 + Elevation",980,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"94","R-P23968","Oxalidi latifoliae-Veronicetum persicae",20,1986,-6.797279383,42.33951481,"3 - UTM10x10 + Elevation",1000,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"95","R-P23969","Oxalidi latifoliae-Veronicetum persicae",40,1986,-6.873388684,42.43240945,"3 - UTM10x10 + Elevation",780,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"96","R-P23970","Oxalidi latifoliae-Veronicetum persicae",10,1986,-6.852661296,42.37188065,"1 - UTM1x1 + Elevation",670,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"97","R-P23971","Oxalidi latifoliae-Veronicetum persicae",10,1986,-6.817286682,42.38927325,"3 - UTM10x10 + Elevation",880,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"98","R-P23972","Oxalidi latifoliae-Veronicetum persicae",20,1986,-6.951458027,42.35950892,"3 - UTM10x10 + Elevation",950,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"99","R-P23973","Oxalidi latifoliae-Veronicetum persicae",10,1986,-6.968374135,42.39674089,"3 - UTM10x10 + Elevation",750,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"100","R-P23999","Linario eleganti-Anthoxanthetum aristati",200,1986,-6.995282441,42.38985921,"4 - UTM10x10 + Centroid",98,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"101","R-P24001","Linario eleganti-Anthoxanthetum aristati",100,1986,-6.995282441,42.38985921,"4 - UTM10x10 + Centroid",97,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"102","R-P24005","Linario eleganti-Anthoxanthetum aristati",50,1986,-6.752607733,42.38526237,"4 - UTM10x10 + Centroid",102,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"103","R-P24006","Linario eleganti-Anthoxanthetum aristati",80,1986,-6.752607733,42.38526237,"4 - UTM10x10 + Centroid",126,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"104","R-P24007","Linario eleganti-Anthoxanthetum aristati",60,1986,-6.752607733,42.38526237,"4 - UTM10x10 + Centroid",127,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"105","R-P24008","Linario eleganti-Anthoxanthetum aristati",80,1986,-6.877098566,42.29744784,"4 - UTM10x10 + Centroid",121,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"106","R-P24009","Linario eleganti-Anthoxanthetum aristati",200,1986,-6.877098566,42.29744784,"4 - UTM10x10 + Centroid",104,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"107","R-P24010","Linario eleganti-Anthoxanthetum aristati",150,1986,-6.877098566,42.29744784,"4 - UTM10x10 + Centroid",104,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"108","R-P24011","Aphanion arvensis",40,1986,-6.900602278,42.40087127,"3 - UTM10x10 + Elevation",500,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"109","R-P24015","Linario amethysteae-Calenduletum arvensis",50,1986,-6.843947086,42.4279995,"3 - UTM10x10 + Elevation",500,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"110","R-P24016","Linario amethysteae-Calenduletum arvensis",25,1986,-6.867644676,42.37857876,"3 - UTM10x10 + Elevation",600,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"111","R-P24017","Linario amethysteae-Calenduletum arvensis",25,1986,-6.906233053,42.41328501,"3 - UTM10x10 + Elevation",350,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"112","R-P24018","Linario amethysteae-Calenduletum arvensis",15,1986,-6.805342058,42.31223428,"3 - UTM10x10 + Elevation",1000,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"113","R-P24019","Linario amethysteae-Calenduletum arvensis",8,1986,-6.845822858,42.41893234,"3 - UTM10x10 + Elevation",500,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"114","R-P24616","Linario eleganti-Anthoxanthetum aristati",3,2012,-6.489870938,42.31147718,"1 - UTM1x1 + Elevation",892,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"115","R-P24617","Linario eleganti-Anthoxanthetum aristati",10,2012,-6.640694864,42.40222875,"1 - UTM1x1 + Elevation",693,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"116","R-P24618","Linario eleganti-Anthoxanthetum aristati",2,2012,-6.63362637,42.40605506,"1 - UTM1x1 + Elevation",699,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"117","R-P24619","Linario eleganti-Anthoxanthetum aristati",15,2012,-6.587236569,42.27425173,"1 - UTM1x1 + Elevation",1003,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"118","R-P24620","Linario amethysteae-Calenduletum arvensis",40,2012,-6.821438029,42.45756654,"1 - UTM1x1 + Elevation",540,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"119","R-P24621","Linario amethysteae-Calenduletum arvensis",50,2012,-6.804370815,42.41671586,"1 - UTM1x1 + Elevation",470,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"120","R-P24622","Linario amethysteae-Calenduletum arvensis",5,2012,-6.773378052,42.42674593,"1 - UTM1x1 + Elevation",430,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"121","R-P24623","Linario amethysteae-Calenduletum arvensis",50,2012,-6.804262028,42.41491863,"1 - UTM1x1 + Elevation",458,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"122","R-P24624","Holosteo umbellati-Veronicetum persicae",6,2012,-6.674555103,42.35792606,"1 - UTM1x1 + Elevation",960,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
