"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"29","S-P11156",883,"Cirsio chodati-Carduetum carpetani",368,"Cirsion richterano-chodati","V38","",NA,60,"1989",-4.485400983,42.92233541,"1 - UTM1x1 + Elevation",1080,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"30","S-P11157",884,"Cirsio chodati-Carduetum carpetani",369,"Cirsion richterano-chodati","V38","",NA,30,"1989",-4.385277639,42.93799902,"1 - UTM1x1 + Elevation",1540,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"31","S-P11158",885,"Cirsio chodati-Carduetum carpetani",370,"Cirsion richterano-chodati","V38","",NA,100,"1989",-4.478008438,42.92063011,"1 - UTM1x1 + Elevation",1100,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"32","S-P11159",886,"Carduo nutantis-Cirsietum chodati",371,"Cirsion richterano-chodati","V38","",NA,20,"1989",-4.449034093,43.04346739,"1 - UTM1x1 + Elevation",1340,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"33","S-P11160",887,"Carduo nutantis-Cirsietum chodati",372,"Cirsion richterano-chodati","V38","SW",5,40,"1989",-4.429271113,43.03831306,"1 - UTM1x1 + Elevation",1630,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"34","S-P11161",888,"Carduo nutantis-Cirsietum chodati",373,"Cirsion richterano-chodati","V38","",NA,20,"1989",-4.494536319,42.99605692,"1 - UTM1x1 + Elevation",1160,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"35","S-P19747",1151,"Carduo carpetani-Onopordetum acanthii",462,"Cirsion richterano-chodati","V38","",NA,150,"2001",-5.639464935,42.80428532,"3 - UTM10x10 + Elevation",950,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"36","S-P21798",1272,"Onopordion acanthii",491,"Cirsion richterano-chodati","V38","",NA,50,"1981",-6.247482993,42.9723286,"3 - UTM10x10 + Elevation",1360,"Onopordion castellani","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"37","S-P21799",1273,"Onopordion acanthii",492,"Cirsion richterano-chodati","V","",NA,50,"1981",-6.247104232,42.96513607,"3 - UTM10x10 + Elevation",1248,"Onopordion castellani","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"38","S-P21800",1274,"Onopordion acanthii",493,"Cirsion richterano-chodati","V38","",NA,50,"1981",-6.210751669,42.9733659,"3 - UTM10x10 + Elevation",1290,"Onopordion castellani","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"39","T-P04817",1393,"Cirsio chodati-Carduetum cantabrici",527,"Cirsion richterano-chodati","V38","",NA,10,"1984",-4.764516188,43.17050472,"3 - UTM10x10 + Elevation",1430,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"40","T-P04818",1394,"Cirsio chodati-Carduetum cantabrici",528,"Cirsion richterano-chodati","R21","",NA,10,"1984",-4.76775473,43.19746828,"3 - UTM10x10 + Elevation",1400,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"41","T-P04821",1397,"Cirsio chodati-Carduetum cantabrici",531,"Cirsion richterano-chodati","V38","",NA,10,"1984",-4.764954781,43.10026214,"3 - UTM10x10 + Elevation",1340,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"42","T-P04822",1398,"Cirsio chodati-Carduetum carpetani",532,"Cirsion richterano-chodati","R","",NA,10,"1984",-4.802200937,43.02944492,"3 - UTM10x10 + Elevation",1600,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"43","T-P04823",1399,"Cirsio chodati-Carduetum carpetani",533,"Cirsion richterano-chodati","V38","",NA,15,"1984",-6.008270155,43.04550291,"3 - UTM10x10 + Elevation",1350,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"44","T-P04824",1400,"Cirsio chodati-Carduetum carpetani",534,"Cirsion richterano-chodati","V38","",NA,10,"1984",-6.002846057,43.08526369,"3 - UTM10x10 + Elevation",1480,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"45","T-P06628",1589,"Carduo nutantis-Cirsietum richterani",649,"Cirsion richterano-chodati","V38","",NA,20,"1995",-2.082350989,43.01834572,"1 - UTM1x1 + Elevation",1120,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"46","T-P11665",1701,"Cirsio chodati-Carduetum carpetani",711,"Cirsion richterano-chodati","V38","",NA,25,"1988",-5.805924994,42.91558207,"3 - UTM10x10 + Elevation",1540,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"47","T-P11666",1702,"Cirsio chodati-Carduetum carpetani",712,"Cirsion richterano-chodati","V38","",NA,20,"1988",-5.72477104,42.96436699,"3 - UTM10x10 + Elevation",1460,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"48","T-P11667",1703,"Cirsio chodati-Carduetum carpetani",713,"Cirsion richterano-chodati","V38","",NA,12,"1988",-5.813277885,42.9694278,"3 - UTM10x10 + Elevation",1460,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"49","T-P11668",1704,"Cirsio chodati-Carduetum carpetani",714,"Cirsion richterano-chodati","V38","",NA,5,"1988",-5.616602709,42.95788807,"3 - UTM10x10 + Elevation",1350,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"50","T-P11669",1705,"Cirsio chodati-Carduetum carpetani",715,"Cirsion richterano-chodati","R","W",1.8,40,"1988",-5.640469736,42.88530357,"3 - UTM10x10 + Elevation",1140,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"51","T-P11670",1706,"Carduo carpetani-Onopordetum acanthii",716,"Cirsion richterano-chodati","V38","",NA,10,"1988",-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"52","T-P11881",1761,"Senecioni duriaei-Chenopodietum boni-henrici",747,"Cirsion richterano-chodati","V","",NA,100,"1988",-5.32150823,43.06510802,"3 - UTM10x10 + Elevation",1620,"Arction lappae","Epilobietea angustifolii",0,"Artemisietea vulgaris"
"53","T-P11882",1762,"Senecioni duriaei-Chenopodietum boni-henrici",748,"Cirsion richterano-chodati","R","",NA,20,"1988",-5.250462326,43.07012973,"3 - UTM10x10 + Elevation",1620,"Arction lappae","Epilobietea angustifolii",1,"Artemisietea vulgaris"
"54","T-P12286",1854,"Cirsio chodati-Carduetum carpetani",800,"Cirsion richterano-chodati","V38","",NA,10,"1988",-6.202938141,42.96458091,"3 - UTM10x10 + Elevation",1410,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"55","T-P12287",1855,"Cirsio chodati-Carduetum carpetani",801,"Cirsion richterano-chodati","V38","",NA,10,"1988",-6.208583593,42.97882923,"3 - UTM10x10 + Elevation",1320,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"56","T-P12288",1856,"Cirsio chodati-Carduetum carpetani",802,"Cirsion richterano-chodati","V38","",NA,8,"1988",-6.217253751,42.95697572,"3 - UTM10x10 + Elevation",1250,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"57","T-P12290",1858,"Carduo carpetani-Onopordetum acanthii",804,"Cirsion richterano-chodati","V38","",NA,10,"1988",-6.214805593,42.95704458,"3 - UTM10x10 + Elevation",1250,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"58","T-P12291",1859,"Carduo carpetani-Onopordetum acanthii",805,"Cirsion richterano-chodati","V38","",NA,6,"1988",-6.301255783,42.9689879,"3 - UTM10x10 + Elevation",1250,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"59","T-P12292",1860,"Carduo carpetani-Onopordetum acanthii",806,"Cirsion richterano-chodati","V38","",NA,15,"1988",-6.428663491,42.87879954,"3 - UTM10x10 + Elevation",900,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"60","T-P15409",1962,"Carduo bourgeani-Silybetum mariani",838,"Cirsion richterano-chodati","V33","",NA,30,"1986",-6.779899112,42.41392486,"3 - UTM10x10 + Elevation",500,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"61","T-P15413",1963,"Carduo carpetani-Onopordetum acanthii",839,"Cirsion richterano-chodati","V38","",NA,20,"1986",-6.96301988,43.37986208,"4 - UTM10x10 + Centroid",1250,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"62","T-P15426",1964,"Carduo carpetani-Onopordetum acanthii",840,"Cirsion richterano-chodati","V38","",NA,10,"1986",-6.046877736,42.78335639,"3 - UTM10x10 + Elevation",1100,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"63","T-P15427",1965,"Carduo carpetani-Onopordetum acanthii",841,"Cirsion richterano-chodati","V38","",NA,10,"1986",-5.965895598,43.23569538,"3 - UTM10x10 + Elevation",1170,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"64","T-P17234",1982,"Rhamno-Juniperetum lyciae",517234,"Cirsion richterano-chodati","V38","",NA,NA,"1975",-7.103282071,42.84195365,"4 - UTM10x10 + Centroid",638,"Unknown",NA,0,"Artemisietea vulgaris"
"65","T-P17235",1983,"Rhamno-Juniperetum lyciae",517235,"Cirsion richterano-chodati","V38","",NA,NA,"1975",-7.108824928,42.6618699,"4 - UTM10x10 + Centroid",1067,"Unknown",NA,0,"Artemisietea vulgaris"
"66","T-P17236",1984,"Rhamno-Juniperetum lyciae",517236,"Cirsion richterano-chodati","V38","",NA,NA,"1975",-7.228140842,42.75379587,"4 - UTM10x10 + Centroid",898,"Unknown",NA,0,"Artemisietea vulgaris"
"67","T-P17237",1985,"Rhamno-Juniperetum lyciae",517237,"Cirsion richterano-chodati","V38","",NA,NA,"1975",-7.103282071,42.84195365,"4 - UTM10x10 + Centroid",638,"Unknown",NA,0,"Artemisietea vulgaris"
"68","T-P17238",1986,"Rhamno-Juniperetum lyciae",517238,"Cirsion richterano-chodati","V38","",NA,NA,"1975",-7.105934156,42.75190131,"4 - UTM10x10 + Centroid",979,"Unknown",NA,0,"Artemisietea vulgaris"
"69","T-P18093",1993,"Ranunculetum saniculifolii",518093,"Cirsion richterano-chodati","V38","",NA,NA,"1966",-7.111337434,42.57180928,"4 - UTM10x10 + Centroid",1117,"Ranunculion aquatilis","Potamogetonetea",0,"Artemisietea vulgaris"
"70","T-P22326",1997,"Cirsio chodati-Carduetum carpetani",858,"Cirsion richterano-chodati","V38","",NA,60,"1988",-5.315636737,43.10484664,"3 - UTM10x10 + Elevation",1300,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"71","T-P22327",1998,"Cirsio chodati-Carduetum carpetani",859,"Cirsion richterano-chodati","V38","",NA,70,"1988",-5.332825473,42.90999906,"3 - UTM10x10 + Elevation",1320,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"72","T-P22328",1999,"Cirsio chodati-Carduetum carpetani",860,"Cirsion richterano-chodati","V38","",NA,70,"1988",-5.47624805,42.94300328,"3 - UTM10x10 + Elevation",1390,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"73","T-P22329",2000,"Cirsio chodati-Carduetum carpetani",861,"Cirsion richterano-chodati","V38","",NA,200,"1988",-5.551723284,42.93053925,"3 - UTM10x10 + Elevation",1130,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"74","T-P22330",2001,"Cirsio chodati-Carduetum carpetani",862,"Cirsion richterano-chodati","V38","",NA,50,"1988",-4.935418861,42.89399817,"3 - UTM10x10 + Elevation",1390,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"75","T-P22331",2002,"Cirsio chodati-Carduetum carpetani",863,"Cirsion richterano-chodati","V38","",NA,20,"1988",-4.822576379,43.05433533,"3 - UTM10x10 + Elevation",1390,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"76","T-P22332",2003,"Cirsio chodati-Carduetum carpetani",864,"Cirsion richterano-chodati","V38","",NA,100,"1988",-4.782988275,43.0441535,"3 - UTM10x10 + Elevation",1610,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"77","T-P22333",2004,"Cirsio chodati-Carduetum carpetani",865,"Cirsion richterano-chodati","V38","",NA,200,"1988",-4.979170824,42.8068027,"3 - UTM10x10 + Elevation",1070,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"78","T-P22334",2005,"Cirsio chodati-Carduetum carpetani",866,"Cirsion richterano-chodati","V38","",NA,120,"1988",-4.82246974,43.05073515,"3 - UTM10x10 + Elevation",1280,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"79","T-P22335",2006,"Cirsio chodati-Carduetum carpetani",867,"Cirsion richterano-chodati","V38","",NA,200,"1988",-4.971931033,42.96361238,"3 - UTM10x10 + Elevation",1090,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"80","T-P22336",2007,"Cirsio chodati-Carduetum carpetani",868,"Cirsion richterano-chodati","V38","",NA,100,"1988",-5.527993205,42.88964501,"3 - UTM10x10 + Elevation",1090,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"81","T-P22337",2008,"Cirsio chodati-Carduetum carpetani",869,"Cirsion richterano-chodati","V38","",NA,200,"1988",-5.265788485,43.01940179,"3 - UTM10x10 + Elevation",1170,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"82","T-P22338",2009,"Cirsio chodati-Carduetum carpetani",870,"Cirsion richterano-chodati","V38","",NA,50,"1988",-5.000524256,43.01354245,"3 - UTM10x10 + Elevation",1140,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"83","T-P22339",2010,"Cirsio chodati-Carduetum carpetani",871,"Cirsion richterano-chodati","V38","",NA,100,"1988",-4.920854553,42.97708789,"3 - UTM10x10 + Elevation",1180,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"84","T-P22340",2011,"Carduo nutantis-Cirsietum chodati",872,"Cirsion richterano-chodati","V","",NA,100,"1988",-5.219266299,43.09054916,"3 - UTM10x10 + Elevation",1510,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"85","T-P22341",2012,"Carduo nutantis-Cirsietum chodati",873,"Cirsion richterano-chodati","V38","",NA,150,"1988",-5.293533307,43.10529203,"3 - UTM10x10 + Elevation",1440,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"86","T-P22342",2013,"Carduo nutantis-Cirsietum chodati",874,"Cirsion richterano-chodati","V38","",NA,60,"1988",-5.132614525,43.14262273,"3 - UTM10x10 + Elevation",1270,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"87","T-P22343",2014,"Carduo nutantis-Cirsietum chodati",875,"Cirsion richterano-chodati","V38","",NA,50,"1988",-5.095502023,43.13610515,"3 - UTM10x10 + Elevation",1200,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"88","T-P22344",2015,"Carduo nutantis-Cirsietum chodati",876,"Cirsion richterano-chodati","V38","",NA,100,"1988",-5.024032771,43.01942117,"4 - UTM10x10 + Centroid",1070,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"89","T-P22352",2016,"Carduo bourgeani-Silybetum mariani",877,"Cirsion richterano-chodati","V38","",NA,150,"1988",-6.778527631,42.55263435,"3 - UTM10x10 + Elevation",490,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"90","T-P22353",2017,"Carduo bourgeani-Silybetum mariani",878,"Cirsion richterano-chodati","V33","",NA,200,"1988",-6.816288499,42.61260869,"3 - UTM10x10 + Elevation",510,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"91","T-P22356",2018,"Carduo carpetani-Onopordetum acanthii",879,"Cirsion richterano-chodati","V38","",NA,200,"1988",-5.505504211,42.81810239,"3 - UTM10x10 + Elevation",970,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"92","T-P22357",2019,"Carduo carpetani-Onopordetum acanthii",880,"Cirsion richterano-chodati","V38","",NA,100,"1988",-5.54690667,42.81358653,"3 - UTM10x10 + Elevation",1040,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"93","T-P22358",2020,"Carduo carpetani-Onopordetum acanthii",881,"Cirsion richterano-chodati","V38","",NA,100,"1988",-5.681268868,42.75288732,"3 - UTM10x10 + Elevation",1120,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"94","T-P22359",2021,"Carduo carpetani-Onopordetum acanthii",882,"Cirsion richterano-chodati","V38","",NA,150,"1988",-5.627476499,42.80996401,"3 - UTM10x10 + Elevation",950,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"95","T-P22360",2022,"Carduo carpetani-Onopordetum acanthii",883,"Cirsion richterano-chodati","V38","",NA,150,"1988",-5.643608303,42.90143927,"3 - UTM10x10 + Elevation",1080,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"96","T-P22361",2023,"Carduo carpetani-Onopordetum acanthii",884,"Cirsion richterano-chodati","V38","",NA,100,"1988",-5.701239318,42.87488037,"3 - UTM10x10 + Elevation",1170,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"97","T-P22362",2024,"Carduo carpetani-Onopordetum acanthii",885,"Cirsion richterano-chodati","V38","",NA,120,"1988",-5.330723492,42.85421267,"3 - UTM10x10 + Elevation",960,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"98","T-P22363",2025,"Carduo carpetani-Onopordetum acanthii",886,"Cirsion richterano-chodati","V38","",NA,200,"1988",-5.398788954,42.84200043,"3 - UTM10x10 + Elevation",1040,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"99","T-P23967",2108,"Carduo nutantis-Cirsietum richterani",900,"Cirsion richterano-chodati","V38","",NA,5,"1982",-1.973740791,43.05524401,"3 - UTM10x10 + Elevation",600,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"100","T-P23969",2110,"Carduo nutantis-Cirsietum richterani",902,"Cirsion richterano-chodati","V38","",NA,5,"1982",-2.490334808,42.95245112,"3 - UTM10x10 + Elevation",830,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"101","U-P00106",2383,"Cirsio chodati-Carduetum carpetani",952,"Cirsion richterano-chodati","R","",NA,20,"2001",-5.235996238,43.07761704,"1 - UTM1x1 + Elevation",1625,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"102","U-P00107",2384,"Cirsio chodati-Carduetum carpetani",953,"Cirsion richterano-chodati","V38","N",40,20,"2001",-5.240774929,43.07392172,"2 - UTM1x1 + Centroid",1515,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
